PK_Tasa,PK_Fecha,PK_Localidad,FK_Mortalidad,Poblacion_Total,Poblacion_Hombres,Poblacion_Mujeres,Muertes_Totales,Muertes_Totales_Hombres,Muertes_Totales_Mujeres,Tasa_Mortalidad_Total,Tasa_Mortalidad_Hombres,Tasa_Mortalidad_Mujeres,Tasa_Total_100k,Tasa_Hombres_100k,Tasa_Mujeres_100k
168,202109,8,168,388786.0,190185.0,198601.0,8,1,7,2.057687262401424e-05,5.258038225937902e-06,3.52465496145538e-05,2.057687262401424,0.5258038225937902,3.52465496145538
169,202110,1,169,652533.0,320471.0,332062.0,21,14,7,3.2182280436391724e-05,4.3685700110150374e-05,2.1080400648071744e-05,3.2182280436391726,4.368570011015038,2.108040064807174
170,202110,2,170,388044.0,183282.0,204762.0,4,2,2,1.0308109389656843e-05,1.0912146310057726e-05,9.767437317471015e-06,1.0308109389656843,1.0912146310057727,0.9767437317471015
171,202110,3,171,1061182.0,510068.0,551114.0,27,17,10,2.5443326403953328e-05,3.332888948140248e-05,1.814506617505634e-05,2.544332640395333,3.3328889481402477,1.8145066175056341
172,202110,4,172,252241.0,123312.0,128929.0,7,4,3,2.775123790343362e-05,3.24380433372259e-05,2.326862071372616e-05,2.775123790343362,3.24380433372259,2.326862071372616
173,202110,5,173,401341.0,194161.0,207180.0,10,8,2,2.4916467542563557e-05,4.120291922682722e-05,9.653441451877595e-06,2.491646754256356,4.120291922682722,0.9653441451877595
174,202110,6,174,1230255.0,582179.0,648076.0,27,16,11,2.194666959288928e-05,2.7482956272898885e-05,1.697331794419173e-05,2.194666959288928,2.7482956272898886,1.6973317944191733
175,202110,7,175,567530.0,261614.0,305916.0,11,5,6,1.9382235300336546e-05,1.911212702684107e-05,1.9613227160396972e-05,1.9382235300336546,1.9112127026841073,1.961322716039697
176,202110,8,176,388786.0,190185.0,198601.0,5,3,2,1.28605453900089e-05,1.5774114677813708e-05,1.0070442747015372e-05,1.28605453900089,1.5774114677813709,1.0070442747015371
177,202111,1,177,652533.0,320471.0,332062.0,18,10,8,2.7584811802621476e-05,3.1204071507250264e-05,2.4091886454939137e-05,2.7584811802621476,3.1204071507250264,2.4091886454939138
178,202111,2,178,388044.0,183282.0,204762.0,8,6,2,2.0616218779313686e-05,3.273643893017317e-05,9.767437317471015e-06,2.0616218779313686,3.2736438930173173,0.9767437317471015
179,202111,3,179,1061182.0,510068.0,551114.0,28,12,16,2.638567182632197e-05,2.352627492804881e-05,2.9032105880090146e-05,2.638567182632197,2.352627492804881,2.9032105880090144
180,202111,4,180,252241.0,123312.0,128929.0,7,5,2,2.775123790343362e-05,4.0547554171532377e-05,1.5512413809150774e-05,2.775123790343362,4.054755417153237,1.5512413809150774
181,202111,5,181,401341.0,194161.0,207180.0,14,8,6,3.4883054559588975e-05,4.120291922682722e-05,2.8960324355632783e-05,3.4883054559588973,4.120291922682722,2.8960324355632783
182,202111,6,182,1230255.0,582179.0,648076.0,22,13,9,1.7882471520132004e-05,2.2329901971730343e-05,1.388726013615687e-05,1.7882471520132004,2.2329901971730344,1.3887260136156871
183,202111,7,183,567530.0,261614.0,305916.0,12,10,2,2.1144256691276233e-05,3.822425405368214e-05,6.53774238679899e-06,2.1144256691276233,3.8224254053682145,0.653774238679899
184,202111,8,184,388786.0,190185.0,198601.0,17,11,6,4.372585432603026e-05,5.7838420485316926e-05,3.021132824104612e-05,4.372585432603026,5.783842048531692,3.021132824104612
185,202112,1,185,652533.0,320471.0,332062.0,22,15,7,3.37147699809818e-05,4.68061072608754e-05,2.1080400648071744e-05,3.37147699809818,4.68061072608754,2.108040064807174
186,202112,2,186,388044.0,183282.0,204762.0,10,5,5,2.5770273474142107e-05,2.7280365775144314e-05,2.441859329367754e-05,2.577027347414211,2.7280365775144313,2.441859329367754
187,202112,3,187,1061182.0,510068.0,551114.0,25,15,10,2.3558635559216045e-05,2.9407843660061013e-05,1.814506617505634e-05,2.3558635559216046,2.9407843660061013,1.8145066175056341
188,202112,4,188,252241.0,123312.0,128929.0,3,2,1,1.1893387672900124e-05,1.621902166861295e-05,7.756206904575387e-06,1.1893387672900124,1.621902166861295,0.7756206904575387
189,202112,5,189,401341.0,194161.0,207180.0,9,5,4,2.24248207883072e-05,2.5751824516767014e-05,1.930688290375519e-05,2.24248207883072,2.5751824516767012,1.930688290375519
190,202112,6,190,1230255.0,582179.0,648076.0,24,16,8,1.9508150749234913e-05,2.7482956272898885e-05,1.2344231232139441e-05,1.9508150749234914,2.7482956272898886,1.2344231232139442
191,202112,7,191,567530.0,261614.0,305916.0,12,8,4,2.1144256691276233e-05,3.0579403242945714e-05,1.307548477359798e-05,2.1144256691276233,3.0579403242945715,1.307548477359798
192,202112,8,192,388786.0,190185.0,198601.0,17,8,9,4.372585432603026e-05,4.206430580750322e-05,4.531699236156918e-05,4.372585432603026,4.206430580750322,4.531699236156918
193,202201,1,193,659992.0,324114.0,335878.0,26,16,10,3.939441690202305e-05,4.936534676070765e-05,2.977271509298019e-05,3.939441690202305,4.936534676070765,2.977271509298019
