PK_Tasa,PK_Fecha,PK_Localidad,FK_Mortalidad,Poblacion_Total,Poblacion_Hombres,Poblacion_Mujeres,Muertes_Totales,Muertes_Totales_Hombres,Muertes_Totales_Mujeres,Tasa_Mortalidad_Total,Tasa_Mortalidad_Hombres,Tasa_Mortalidad_Mujeres,Tasa_Total_100k,Tasa_Hombres_100k,Tasa_Mujeres_100k
15,202002,7,15,558873.0,257778.0,301095.0,10,5,5,1.789315282720761e-05,1.9396535002987067e-05,1.6606054567495308e-05,1.7893152827207612,1.9396535002987068,1.6606054567495308
16,202002,8,16,383401.0,187789.0,195612.0,9,5,4,2.347411717757648e-05,2.6625627699173008e-05,2.0448643232521522e-05,2.347411717757648,2.662562769917301,2.044864323252152
17,202003,1,17,642989.0,315843.0,327146.0,20,10,10,3.110473118513692e-05,3.166130007630373e-05,3.0567391928985835e-05,3.110473118513692,3.166130007630373,3.0567391928985836
18,202003,2,18,383577.0,181305.0,202272.0,4,3,1,1.042815392998016e-05,1.654670306941342e-05,4.9438380003164055e-06,1.0428153929980162,1.6546703069413418,0.49438380003164056
19,202003,3,19,1046951.0,503223.0,543728.0,22,14,8,2.101339986303084e-05,2.782066797423806e-05,1.471323897242739e-05,2.101339986303084,2.782066797423806,1.471323897242739
20,202003,4,20,250855.0,122500.0,128355.0,6,5,1,2.3918199756831634e-05,4.0816326530612245e-05,7.790892446729772e-06,2.3918199756831635,4.081632653061225,0.7790892446729772
21,202003,5,21,399766.0,193584.0,206182.0,7,4,3,1.751024349244308e-05,2.0662864699561946e-05,1.4550251719354744e-05,1.751024349244308,2.0662864699561947,1.4550251719354745
22,202003,6,22,1213498.0,572894.0,640604.0,26,18,8,2.1425663659931866e-05,3.141942488488272e-05,1.2488214247803636e-05,2.1425663659931864,3.1419424884882723,1.2488214247803635
23,202003,7,23,558873.0,257778.0,301095.0,4,2,2,7.157261130883045e-06,7.758614001194827e-06,6.642421826998124e-06,0.7157261130883045,0.7758614001194827,0.6642421826998124
24,202003,8,24,383401.0,187789.0,195612.0,12,7,5,3.1298822903435305e-05,3.7275878778842214e-05,2.55608040406519e-05,3.1298822903435304,3.7275878778842215,2.5560804040651903
25,202004,1,25,642989.0,315843.0,327146.0,13,6,7,2.0218075270338995e-05,1.899678004578224e-05,2.1397174350290084e-05,2.0218075270338995,1.8996780045782238,2.1397174350290085
26,202004,2,26,383577.0,181305.0,202272.0,9,5,4,2.346334634245536e-05,2.7577838449022366e-05,1.9775352001265622e-05,2.3463346342455362,2.7577838449022365,1.9775352001265623
27,202004,3,27,1046951.0,503223.0,543728.0,20,15,5,1.910309078457349e-05,2.9807858543826494e-05,9.195774357767118e-06,1.9103090784573489,2.9807858543826495,0.9195774357767118
28,202004,4,28,250855.0,122500.0,128355.0,3,2,1,1.1959099878415817e-05,1.6326530612244897e-05,7.790892446729772e-06,1.1959099878415818,1.6326530612244896,0.7790892446729772
29,202004,5,29,399766.0,193584.0,206182.0,12,8,4,3.0017560272759564e-05,4.132572939912389e-05,1.9400335625806326e-05,3.0017560272759565,4.132572939912389,1.9400335625806326
30,202004,6,30,1213498.0,572894.0,640604.0,16,8,8,1.3185023790727302e-05,1.3964188837725652e-05,1.2488214247803636e-05,1.3185023790727302,1.3964188837725653,1.2488214247803635
31,202004,7,31,558873.0,257778.0,301095.0,12,5,7,2.1471783392649136e-05,1.9396535002987067e-05,2.3248476394493432e-05,2.1471783392649137,1.9396535002987068,2.3248476394493434
32,202004,8,32,383401.0,187789.0,195612.0,14,10,4,3.6515293387341194e-05,5.3251255398346015e-05,2.0448643232521522e-05,3.6515293387341194,5.325125539834602,2.044864323252152
33,202005,1,33,642989.0,315843.0,327146.0,20,14,6,3.110473118513692e-05,4.4325820106825223e-05,1.8340435157391502e-05,3.110473118513692,4.4325820106825224,1.8340435157391501
34,202005,2,34,383577.0,181305.0,202272.0,11,7,4,2.8677423307445442e-05,3.8608973828631314e-05,1.9775352001265622e-05,2.867742330744544,3.8608973828631314,1.9775352001265623
35,202005,3,35,1046951.0,503223.0,543728.0,29,19,10,2.7699481637631562e-05,3.7756620822180226e-05,1.8391548715534236e-05,2.7699481637631562,3.7756620822180227,1.8391548715534236
36,202005,4,36,250855.0,122500.0,128355.0,2,2,0,7.972733252277213e-06,1.6326530612244897e-05,0.0,0.7972733252277212,1.6326530612244896,0.0
37,202005,5,37,399766.0,193584.0,206182.0,8,6,2,2.0011706848506375e-05,3.099429704934292e-05,9.700167812903163e-06,2.0011706848506376,3.099429704934292,0.9700167812903163
38,202005,6,38,1213498.0,572894.0,640604.0,18,13,5,1.4833151764568215e-05,2.2691806861304187e-05,7.805133904877272e-06,1.4833151764568215,2.2691806861304187,0.7805133904877273
39,202005,7,39,558873.0,257778.0,301095.0,7,4,3,1.2525206979045329e-05,1.5517228002389654e-05,9.963632740497185e-06,1.252520697904533,1.5517228002389654,0.9963632740497185
40,202005,8,40,383401.0,187789.0,195612.0,10,6,4,2.6082352419529423e-05,3.195075323900761e-05,2.0448643232521522e-05,2.608235241952942,3.195075323900761,2.044864323252152
41,202006,1,41,642989.0,315843.0,327146.0,18,11,7,2.7994258066623223e-05,3.482743008393411e-05,2.1397174350290084e-05,2.799425806662322,3.4827430083934106,2.1397174350290085
42,202006,2,42,383577.0,181305.0,202272.0,11,9,2,2.8677423307445442e-05,4.9640109208240255e-05,9.887676000632811e-06,2.867742330744544,4.964010920824026,0.9887676000632811
43,202006,3,43,1046951.0,503223.0,543728.0,28,19,9,2.6744327098402885e-05,3.7756620822180226e-05,1.6552393843980815e-05,2.6744327098402887,3.7756620822180227,1.6552393843980815
44,202006,4,44,250855.0,122500.0,128355.0,10,8,2,3.986366626138606e-05,6.530612244897959e-05,1.5581784893459545e-05,3.986366626138606,6.530612244897958,1.5581784893459545
45,202006,5,45,399766.0,193584.0,206182.0,13,8,5,3.251902362882286e-05,4.132572939912389e-05,2.425041953225791e-05,3.2519023628822863,4.132572939912389,2.425041953225791
46,202006,6,46,1213498.0,572894.0,640604.0,27,14,13,2.224972764685232e-05,2.4437330466019892e-05,2.0293348152680906e-05,2.224972764685232,2.4437330466019893,2.029334815268091
47,202006,7,47,558873.0,257778.0,301095.0,13,9,4,2.3261098675369897e-05,3.491376300537672e-05,1.3284843653996247e-05,2.3261098675369896,3.491376300537672,1.3284843653996248
48,202006,8,48,383401.0,187789.0,195612.0,16,10,6,4.1731763871247076e-05,5.3251255398346015e-05,3.0672964848782285e-05,4.173176387124707,5.325125539834602,3.0672964848782285
49,202007,1,49,642989.0,315843.0,327146.0,33,20,13,5.1322806455475913e-05,6.332260015260746e-05,3.9737609507681586e-05,5.132280645547591,6.332260015260746,3.9737609507681584
50,202007,2,50,383577.0,181305.0,202272.0,10,7,3,2.6070384824950402e-05,3.8608973828631314e-05,1.4831514000949217e-05,2.60703848249504,3.8608973828631314,1.4831514000949217
51,202007,3,51,1046951.0,503223.0,543728.0,32,15,17,3.056494525531758e-05,2.9807858543826494e-05,3.12656328164082e-05,3.0564945255317584,2.9807858543826495,3.12656328164082
52,202007,4,52,250855.0,122500.0,128355.0,6,4,2,2.3918199756831634e-05,3.265306122448979e-05,1.5581784893459545e-05,2.3918199756831635,3.265306122448979,1.5581784893459545
53,202007,5,53,399766.0,193584.0,206182.0,18,11,7,4.5026340409139345e-05,5.6822877923795354e-05,3.395058734516107e-05,4.502634040913935,5.682287792379535,3.395058734516107
54,202007,6,54,1213498.0,572894.0,640604.0,28,16,12,2.307379163377278e-05,2.7928377675451305e-05,1.873232137170545e-05,2.307379163377278,2.7928377675451306,1.8732321371705452
55,202007,7,55,558873.0,257778.0,301095.0,11,5,6,1.9682468109928372e-05,1.9396535002987067e-05,1.992726548099437e-05,1.9682468109928373,1.9396535002987068,1.992726548099437
56,202007,8,56,383401.0,187789.0,195612.0,15,11,4,3.912352862929413e-05,5.857638093818062e-05,2.0448643232521522e-05,3.912352862929413,5.857638093818062,2.044864323252152
57,202008,1,57,642989.0,315843.0,327146.0,21,12,9,3.265996774439376e-05,3.799356009156448e-05,2.7510652736087253e-05,3.265996774439376,3.7993560091564476,2.751065273608725
58,202008,2,58,383577.0,181305.0,202272.0,9,5,4,2.346334634245536e-05,2.7577838449022366e-05,1.9775352001265622e-05,2.3463346342455362,2.7577838449022365,1.9775352001265623
59,202008,3,59,1046951.0,503223.0,543728.0,36,22,14,3.4385563412232284e-05,4.371819253094552e-05,2.574816820174793e-05,3.4385563412232285,4.371819253094552,2.574816820174793
60,202008,4,60,250855.0,122500.0,128355.0,7,6,1,2.790456638297024e-05,4.89795918367347e-05,7.790892446729772e-06,2.790456638297024,4.8979591836734695,0.7790892446729772
61,202008,5,61,399766.0,193584.0,206182.0,17,11,6,4.252487705307605e-05,5.6822877923795354e-05,2.910050343870949e-05,4.252487705307605,5.682287792379535,2.910050343870949
62,202008,6,62,1213498.0,572894.0,640604.0,32,14,18,2.6370047581454605e-05,2.4437330466019892e-05,2.809848205755818e-05,2.6370047581454603,2.4437330466019893,2.809848205755818
63,202008,7,63,558873.0,257778.0,301095.0,12,10,2,2.1471783392649136e-05,3.8793070005974134e-05,6.642421826998124e-06,2.1471783392649137,3.8793070005974135,0.6642421826998124
64,202008,8,64,383401.0,187789.0,195612.0,14,6,8,3.6515293387341194e-05,3.195075323900761e-05,4.0897286465043044e-05,3.6515293387341194,3.195075323900761,4.089728646504304
65,202009,1,65,642989.0,315843.0,327146.0,22,17,5,3.421520430365061e-05,5.3824210129716346e-05,1.5283695964492917e-05,3.4215204303650606,5.382421012971634,1.5283695964492918
66,202009,2,66,383577.0,181305.0,202272.0,9,8,1,2.346334634245536e-05,4.4124541518435785e-05,4.9438380003164055e-06,2.3463346342455362,4.412454151843579,0.49438380003164056
67,202009,3,67,1046951.0,503223.0,543728.0,26,17,9,2.4834018019945538e-05,3.378223968300336e-05,1.6552393843980815e-05,2.4834018019945536,3.378223968300336,1.6552393843980815
68,202009,4,68,250855.0,122500.0,128355.0,4,4,0,1.5945466504554425e-05,3.265306122448979e-05,0.0,1.5945466504554424,3.265306122448979,0.0
69,202009,5,69,399766.0,193584.0,206182.0,15,9,6,3.752195034094946e-05,4.6491445574014384e-05,2.910050343870949e-05,3.752195034094946,4.6491445574014385,2.910050343870949
70,202009,6,70,1213498.0,572894.0,640604.0,27,13,14,2.224972764685232e-05,2.2691806861304187e-05,2.185437493365636e-05,2.224972764685232,2.2691806861304187,2.185437493365636
71,202009,7,71,558873.0,257778.0,301095.0,3,2,1,5.367945848162284e-06,7.758614001194827e-06,3.321210913499062e-06,0.5367945848162284,0.7758614001194827,0.3321210913499062
72,202009,8,72,383401.0,187789.0,195612.0,5,3,2,1.3041176209764712e-05,1.5975376619503805e-05,1.0224321616260761e-05,1.304117620976471,1.5975376619503805,1.022432161626076
73,202010,1,73,642989.0,315843.0,327146.0,28,17,11,4.354662365919168e-05,5.3824210129716346e-05,3.3624131121884416e-05,4.354662365919168,5.382421012971634,3.3624131121884417
74,202010,2,74,383577.0,181305.0,202272.0,10,5,5,2.6070384824950402e-05,2.7577838449022366e-05,2.471919000158203e-05,2.60703848249504,2.7577838449022365,2.471919000158203
75,202010,3,75,1046951.0,503223.0,543728.0,28,15,13,2.6744327098402885e-05,2.9807858543826494e-05,2.390901333019451e-05,2.6744327098402887,2.9807858543826495,2.390901333019451
76,202010,4,76,250855.0,122500.0,128355.0,9,5,4,3.5877299635247456e-05,4.0816326530612245e-05,3.116356978691909e-05,3.5877299635247457,4.081632653061225,3.116356978691909
77,202010,5,77,399766.0,193584.0,206182.0,11,4,7,2.751609691669627e-05,2.0662864699561946e-05,3.395058734516107e-05,2.751609691669627,2.0662864699561947,3.395058734516107
78,202010,6,78,1213498.0,572894.0,640604.0,23,19,4,1.8953471699170497e-05,3.316494848959842e-05,6.244107123901818e-06,1.8953471699170497,3.3164948489598425,0.6244107123901818
79,202010,7,79,558873.0,257778.0,301095.0,8,3,5,1.431452226176609e-05,1.163792100179224e-05,1.6606054567495308e-05,1.431452226176609,1.163792100179224,1.6606054567495308
80,202010,8,80,383401.0,187789.0,195612.0,11,6,5,2.8690587661482364e-05,3.195075323900761e-05,2.55608040406519e-05,2.8690587661482363,3.195075323900761,2.5560804040651903
81,202011,1,81,642989.0,315843.0,327146.0,17,9,8,2.643902150736638e-05,2.849517006867336e-05,2.445391354318867e-05,2.643902150736638,2.849517006867336,2.445391354318867
82,202011,2,82,383577.0,181305.0,202272.0,13,12,1,3.389150027243552e-05,6.618681227765367e-05,4.9438380003164055e-06,3.389150027243552,6.618681227765367,0.49438380003164056
83,202011,3,83,1046951.0,503223.0,543728.0,25,18,7,2.3878863480716864e-05,3.57694302525918e-05,1.2874084100873966e-05,2.3878863480716865,3.5769430252591796,1.2874084100873966
84,202011,4,84,250855.0,122500.0,128355.0,6,4,2,2.3918199756831634e-05,3.265306122448979e-05,1.5581784893459545e-05,2.3918199756831635,3.265306122448979,1.5581784893459545
85,202011,5,85,399766.0,193584.0,206182.0,10,7,3,2.501463356063297e-05,3.616001322423341e-05,1.4550251719354744e-05,2.5014633560632973,3.6160013224233407,1.4550251719354745
86,202011,6,86,1213498.0,572894.0,640604.0,24,10,14,1.9777535686090955e-05,1.7455236047157066e-05,2.185437493365636e-05,1.9777535686090955,1.7455236047157066,2.185437493365636
87,202011,7,87,558873.0,257778.0,301095.0,13,5,8,2.3261098675369897e-05,1.9396535002987067e-05,2.6569687307992494e-05,2.3261098675369896,1.9396535002987068,2.6569687307992496
88,202011,8,88,383401.0,187789.0,195612.0,12,8,4,3.1298822903435305e-05,4.260100431867681e-05,2.0448643232521522e-05,3.1298822903435304,4.260100431867682,2.044864323252152
89,202012,1,89,642989.0,315843.0,327146.0,22,12,10,3.421520430365061e-05,3.799356009156448e-05,3.0567391928985835e-05,3.4215204303650606,3.7993560091564476,3.0567391928985836
90,202012,2,90,383577.0,181305.0,202272.0,6,5,1,1.564223089497024e-05,2.7577838449022366e-05,4.9438380003164055e-06,1.5642230894970242,2.7577838449022365,0.49438380003164056
91,202012,3,91,1046951.0,503223.0,543728.0,36,18,18,3.4385563412232284e-05,3.57694302525918e-05,3.310478768796163e-05,3.4385563412232285,3.5769430252591796,3.310478768796163
92,202012,4,92,250855.0,122500.0,128355.0,10,3,7,3.986366626138606e-05,2.448979591836735e-05,5.453624712710841e-05,3.986366626138606,2.4489795918367347,5.453624712710841
93,202012,5,93,399766.0,193584.0,206182.0,12,7,5,3.0017560272759564e-05,3.616001322423341e-05,2.425041953225791e-05,3.0017560272759565,3.6160013224233407,2.425041953225791
94,202012,6,94,1213498.0,572894.0,640604.0,31,21,10,2.554598359453415e-05,3.665599569902984e-05,1.5610267809754544e-05,2.554598359453415,3.6655995699029837,1.5610267809754546
95,202012,7,95,558873.0,257778.0,301095.0,10,8,2,1.789315282720761e-05,3.103445600477931e-05,6.642421826998124e-06,1.7893152827207612,3.1034456004779307,0.6642421826998124
96,202012,8,96,383401.0,187789.0,195612.0,12,3,9,3.1298822903435305e-05,1.5975376619503805e-05,4.600944727317343e-05,3.1298822903435304,1.5975376619503805,4.6009447273173425
97,202101,1,97,652533.0,320471.0,332062.0,25,14,11,3.831223861475205e-05,4.3685700110150374e-05,3.312634387554132e-05,3.831223861475205,4.368570011015038,3.312634387554132
98,202101,2,98,388044.0,183282.0,204762.0,14,8,6,3.607838286379895e-05,4.3648585240230904e-05,2.9302311952413044e-05,3.607838286379895,4.364858524023091,2.9302311952413045
99,202101,3,99,1061182.0,510068.0,551114.0,35,23,12,3.2982089782902464e-05,4.509202694542688e-05,2.1774079410067608e-05,3.2982089782902464,4.509202694542688,2.1774079410067606
100,202101,4,100,252241.0,123312.0,128929.0,9,8,1,3.568016301870037e-05,6.48760866744518e-05,7.756206904575387e-06,3.568016301870037,6.48760866744518,0.7756206904575387
101,202101,5,101,401341.0,194161.0,207180.0,17,6,11,4.2357994822358044e-05,3.0902189420120414e-05,5.309392798532677e-05,4.235799482235804,3.0902189420120414,5.309392798532676
102,202101,6,102,1230255.0,582179.0,648076.0,31,18,13,2.51980280510951e-05,3.0918325807011244e-05,2.005937575222659e-05,2.51980280510951,3.091832580701124,2.005937575222659
103,202101,7,103,567530.0,261614.0,305916.0,17,12,5,2.9954363645974662e-05,4.586910486441857e-05,1.6344355966997477e-05,2.995436364597466,4.586910486441857,1.6344355966997477
104,202101,8,104,388786.0,190185.0,198601.0,17,13,4,4.372585432603026e-05,6.835449693719273e-05,2.0140885494030745e-05,4.372585432603026,6.835449693719274,2.0140885494030742
105,202102,1,105,652533.0,320471.0,332062.0,23,15,8,3.524725952557189e-05,4.68061072608754e-05,2.4091886454939137e-05,3.524725952557189,4.68061072608754,2.4091886454939138
106,202102,2,106,388044.0,183282.0,204762.0,7,7,0,1.8039191431899474e-05,3.819251208520204e-05,0.0,1.8039191431899475,3.8192512085202037,0.0
107,202102,3,107,1061182.0,510068.0,551114.0,31,20,11,2.9212708093427894e-05,3.921045821341468e-05,1.9959572792561974e-05,2.9212708093427895,3.921045821341468,1.9959572792561975
108,202102,4,108,252241.0,123312.0,128929.0,4,3,1,1.5857850230533497e-05,2.4328532502919423e-05,7.756206904575387e-06,1.5857850230533497,2.4328532502919424,0.7756206904575387
109,202102,5,109,401341.0,194161.0,207180.0,12,7,5,2.9899761051076268e-05,3.605255432347382e-05,2.4133603629693987e-05,2.9899761051076266,3.605255432347382,2.4133603629693985
110,202102,6,110,1230255.0,582179.0,648076.0,24,14,10,1.9508150749234913e-05,2.4047586738786526e-05,1.5430289040174302e-05,1.9508150749234914,2.4047586738786526,1.54302890401743
111,202102,7,111,567530.0,261614.0,305916.0,9,5,4,1.5858192518457173e-05,1.911212702684107e-05,1.307548477359798e-05,1.5858192518457173,1.9112127026841073,1.307548477359798
112,202102,8,112,388786.0,190185.0,198601.0,10,5,5,2.57210907800178e-05,2.6290191129689513e-05,2.517610686753843e-05,2.57210907800178,2.629019112968951,2.517610686753843
113,202103,1,113,652533.0,320471.0,332062.0,25,12,13,3.831223861475205e-05,3.744488580870032e-05,3.9149315489276096e-05,3.831223861475205,3.744488580870032,3.9149315489276098
114,202103,2,114,388044.0,183282.0,204762.0,10,8,2,2.5770273474142107e-05,4.3648585240230904e-05,9.767437317471015e-06,2.577027347414211,4.364858524023091,0.9767437317471015
115,202103,3,115,1061182.0,510068.0,551114.0,19,13,6,1.7904563025004192e-05,2.5486797838719542e-05,1.0887039705033804e-05,1.7904563025004192,2.5486797838719544,1.0887039705033803
116,202103,4,116,252241.0,123312.0,128929.0,8,6,2,3.1715700461066995e-05,4.8657065005838845e-05,1.5512413809150774e-05,3.1715700461066993,4.865706500583885,1.5512413809150774
117,202103,5,117,401341.0,194161.0,207180.0,11,6,5,2.7408114296819912e-05,3.0902189420120414e-05,2.4133603629693987e-05,2.740811429681991,3.0902189420120414,2.4133603629693985
118,202103,6,118,1230255.0,582179.0,648076.0,27,19,8,2.194666959288928e-05,3.263601057406742e-05,1.2344231232139441e-05,2.194666959288928,3.2636010574067424,1.2344231232139442
119,202103,7,119,567530.0,261614.0,305916.0,10,8,2,1.762021390939686e-05,3.0579403242945714e-05,6.53774238679899e-06,1.762021390939686,3.0579403242945715,0.653774238679899
120,202103,8,120,388786.0,190185.0,198601.0,12,9,3,3.086530893602136e-05,4.7322344033441125e-05,1.510566412052306e-05,3.086530893602136,4.732234403344113,1.510566412052306
121,202104,1,121,652533.0,320471.0,332062.0,26,15,11,3.9844728159342135e-05,4.68061072608754e-05,3.312634387554132e-05,3.9844728159342133,4.68061072608754,3.312634387554132
122,202104,2,122,388044.0,183282.0,204762.0,5,4,1,1.2885136737071054e-05,2.1824292620115452e-05,4.8837186587355076e-06,1.2885136737071055,2.1824292620115453,0.48837186587355075
123,202104,3,123,1061182.0,510068.0,551114.0,29,21,8,2.732801724869061e-05,4.117098112408542e-05,1.4516052940045073e-05,2.732801724869061,4.1170981124085415,1.4516052940045072
124,202104,4,124,252241.0,123312.0,128929.0,3,3,0,1.1893387672900124e-05,2.4328532502919423e-05,0.0,1.1893387672900124,2.4328532502919424,0.0
125,202104,5,125,401341.0,194161.0,207180.0,18,12,6,4.48496415766144e-05,6.180437884024083e-05,2.8960324355632783e-05,4.48496415766144,6.180437884024083,2.8960324355632783
126,202104,6,126,1230255.0,582179.0,648076.0,22,15,7,1.7882471520132004e-05,2.5765271505842705e-05,1.080120232812201e-05,1.7882471520132004,2.5765271505842704,1.080120232812201
127,202104,7,127,567530.0,261614.0,305916.0,12,7,5,2.1144256691276233e-05,2.67569778375775e-05,1.6344355966997477e-05,2.1144256691276233,2.67569778375775,1.6344355966997477
128,202104,8,128,388786.0,190185.0,198601.0,14,8,6,3.600952709202492e-05,4.206430580750322e-05,3.021132824104612e-05,3.600952709202492,4.206430580750322,3.021132824104612
129,202105,1,129,652533.0,320471.0,332062.0,24,16,8,3.677974907016197e-05,4.992651441160042e-05,2.4091886454939137e-05,3.677974907016197,4.992651441160042,2.4091886454939138
130,202105,2,130,388044.0,183282.0,204762.0,11,9,2,2.834730082155632e-05,4.910465839525976e-05,9.767437317471015e-06,2.834730082155632,4.910465839525976,0.9767437317471015
131,202105,3,131,1061182.0,510068.0,551114.0,28,19,9,2.638567182632197e-05,3.724993530274395e-05,1.6330559557550707e-05,2.638567182632197,3.7249935302743946,1.6330559557550706
132,202105,4,132,252241.0,123312.0,128929.0,7,5,2,2.775123790343362e-05,4.0547554171532377e-05,1.5512413809150774e-05,2.775123790343362,4.054755417153237,1.5512413809150774
133,202105,5,133,401341.0,194161.0,207180.0,22,13,9,5.4816228593639824e-05,6.695474374359423e-05,4.3440486533449174e-05,5.481622859363982,6.6954743743594225,4.344048653344918
134,202105,6,134,1230255.0,582179.0,648076.0,28,23,5,2.2759509207440733e-05,3.950674964229215e-05,7.715144520087151e-06,2.2759509207440733,3.950674964229215,0.771514452008715
135,202105,7,135,567530.0,261614.0,305916.0,14,12,2,2.4668299473155606e-05,4.586910486441857e-05,6.53774238679899e-06,2.4668299473155604,4.586910486441857,0.653774238679899
136,202105,8,136,388786.0,190185.0,198601.0,26,8,18,6.687483602804628e-05,4.206430580750322e-05,9.063398472313836e-05,6.687483602804628,4.206430580750322,9.063398472313835
137,202106,1,137,652533.0,320471.0,332062.0,39,25,14,5.97670922390132e-05,7.801017876812566e-05,4.216080129614349e-05,5.97670922390132,7.801017876812566,4.216080129614348
138,202106,2,138,388044.0,183282.0,204762.0,13,12,1,3.350135551638474e-05,6.547287786034635e-05,4.8837186587355076e-06,3.350135551638474,6.547287786034635,0.48837186587355075
139,202106,3,139,1061182.0,510068.0,551114.0,49,39,10,4.6174925696063445e-05,7.646039351615863e-05,1.814506617505634e-05,4.617492569606345,7.646039351615864,1.8145066175056341
140,202106,4,140,252241.0,123312.0,128929.0,13,10,3,5.153801324923387e-05,8.109510834306475e-05,2.326862071372616e-05,5.153801324923387,8.109510834306475,2.326862071372616
141,202106,5,141,401341.0,194161.0,207180.0,18,13,5,4.48496415766144e-05,6.695474374359423e-05,2.4133603629693987e-05,4.48496415766144,6.6954743743594225,2.4133603629693985
142,202106,6,142,1230255.0,582179.0,648076.0,41,25,16,3.332642419660965e-05,4.294211917640451e-05,2.4688462464278882e-05,3.332642419660965,4.2942119176404505,2.4688462464278884
143,202106,7,143,567530.0,261614.0,305916.0,20,18,2,3.524042781879372e-05,6.880365729662785e-05,6.53774238679899e-06,3.524042781879372,6.880365729662785,0.653774238679899
144,202106,8,144,388786.0,190185.0,198601.0,23,13,10,5.9158508794040934e-05,6.835449693719273e-05,5.035221373507686e-05,5.915850879404093,6.835449693719274,5.035221373507686
145,202107,1,145,652533.0,320471.0,332062.0,29,17,12,4.444219679311238e-05,5.3046921562325454e-05,3.613782968240871e-05,4.444219679311238,5.304692156232545,3.613782968240871
146,202107,2,146,388044.0,183282.0,204762.0,4,2,2,1.0308109389656843e-05,1.0912146310057726e-05,9.767437317471015e-06,1.0308109389656843,1.0912146310057727,0.9767437317471015
147,202107,3,147,1061182.0,510068.0,551114.0,37,25,12,3.486678062763975e-05,4.901307276676835e-05,2.1774079410067608e-05,3.486678062763975,4.901307276676835,2.1774079410067606
148,202107,4,148,252241.0,123312.0,128929.0,6,5,1,2.3786775345800248e-05,4.0547554171532377e-05,7.756206904575387e-06,2.378677534580025,4.054755417153237,0.7756206904575387
149,202107,5,149,401341.0,194161.0,207180.0,17,10,7,4.2357994822358044e-05,5.150364903353403e-05,3.378704508157158e-05,4.235799482235804,5.1503649033534025,3.378704508157158
150,202107,6,150,1230255.0,582179.0,648076.0,30,19,11,2.4385188436543643e-05,3.263601057406742e-05,1.697331794419173e-05,2.4385188436543643,3.2636010574067424,1.6973317944191733
151,202107,7,151,567530.0,261614.0,305916.0,15,9,6,2.643032086409529e-05,3.4401828648313925e-05,1.9613227160396972e-05,2.6430320864095287,3.4401828648313924,1.961322716039697
152,202107,8,152,388786.0,190185.0,198601.0,27,13,14,6.944694510604805e-05,6.835449693719273e-05,7.04930992291076e-05,6.944694510604806,6.835449693719274,7.04930992291076
153,202108,1,153,652533.0,320471.0,332062.0,26,15,11,3.9844728159342135e-05,4.68061072608754e-05,3.312634387554132e-05,3.9844728159342133,4.68061072608754,3.312634387554132
154,202108,2,154,388044.0,183282.0,204762.0,11,10,1,2.834730082155632e-05,5.456073155028863e-05,4.8837186587355076e-06,2.834730082155632,5.456073155028863,0.48837186587355075
155,202108,3,155,1061182.0,510068.0,551114.0,26,17,9,2.4500980981584687e-05,3.332888948140248e-05,1.6330559557550707e-05,2.4500980981584686,3.3328889481402477,1.6330559557550706
156,202108,4,156,252241.0,123312.0,128929.0,6,5,1,2.3786775345800248e-05,4.0547554171532377e-05,7.756206904575387e-06,2.378677534580025,4.054755417153237,0.7756206904575387
157,202108,5,157,401341.0,194161.0,207180.0,10,7,3,2.4916467542563557e-05,3.605255432347382e-05,1.4480162177816392e-05,2.491646754256356,3.605255432347382,1.4480162177816391
158,202108,6,158,1230255.0,582179.0,648076.0,28,19,9,2.2759509207440733e-05,3.263601057406742e-05,1.388726013615687e-05,2.2759509207440733,3.2636010574067424,1.3887260136156871
159,202108,7,159,567530.0,261614.0,305916.0,9,6,3,1.5858192518457173e-05,2.2934552432209286e-05,9.806613580198486e-06,1.5858192518457173,2.2934552432209285,0.9806613580198486
160,202108,8,160,388786.0,190185.0,198601.0,21,12,9,5.401429063803738e-05,6.309645871125483e-05,4.531699236156918e-05,5.4014290638037386,6.3096458711254835,4.531699236156918
161,202109,1,161,652533.0,320471.0,332062.0,13,8,5,1.9922364079671068e-05,2.496325720580021e-05,1.505742903433696e-05,1.9922364079671067,2.496325720580021,1.505742903433696
162,202109,2,162,388044.0,183282.0,204762.0,10,7,3,2.5770273474142107e-05,3.819251208520204e-05,1.4651155976206522e-05,2.577027347414211,3.8192512085202037,1.4651155976206522
163,202109,3,163,1061182.0,510068.0,551114.0,23,17,6,2.1673944714478762e-05,3.332888948140248e-05,1.0887039705033804e-05,2.167394471447876,3.3328889481402477,1.0887039705033803
164,202109,4,164,252241.0,123312.0,128929.0,6,5,1,2.3786775345800248e-05,4.0547554171532377e-05,7.756206904575387e-06,2.378677534580025,4.054755417153237,0.7756206904575387
165,202109,5,165,401341.0,194161.0,207180.0,14,7,7,3.4883054559588975e-05,3.605255432347382e-05,3.378704508157158e-05,3.4883054559588973,3.605255432347382,3.378704508157158
166,202109,6,166,1230255.0,582179.0,648076.0,21,7,14,1.706963190558055e-05,1.2023793369393263e-05,2.160240465624402e-05,1.7069631905580551,1.2023793369393263,2.160240465624402
167,202109,7,167,567530.0,261614.0,305916.0,9,5,4,1.5858192518457173e-05,1.911212702684107e-05,1.307548477359798e-05,1.5858192518457173,1.9112127026841073,1.307548477359798
