"Estacion","Fecha inicial","Fecha final","NO2"
"""USME""","2025-07-31 22:00","2025-07-31 22:59","39.30036"
"""USME""","2025-07-31 21:00","2025-07-31 21:59","44.94156"
"""USME""","2025-07-31 20:00","2025-07-31 20:59","44.00136"
"""USME""","2025-07-31 19:00","2025-07-31 19:59","27.07776"
"""USME""","2025-07-31 18:00","2025-07-31 18:59","11.09436"
"""USME""","2025-07-31 17:00","2025-07-31 17:59","9.21396"
"""USME""","2025-07-31 16:00","2025-07-31 16:59","6.20532"
"""USME""","2025-07-31 15:00","2025-07-31 15:59","7.89768"
"""USME""","2025-07-31 14:00","2025-07-31 14:59","14.85516"
"""USME""","2025-07-31 13:00","2025-07-31 13:59","8.4618"
"""USME""","2025-07-31 12:00","2025-07-31 12:59","12.2226"
"""USME""","2025-07-31 11:00","2025-07-31 11:59","11.2824"
"""USME""","2025-07-31 10:00","2025-07-31 10:59","12.97476"
"""USME""","2025-07-31 09:00","2025-07-31 09:59","17.48772"
"""USME""","2025-07-31 08:00","2025-07-31 08:59","39.86448"
"""USME""","2025-07-31 07:00","2025-07-31 07:59","37.79604"
"""USME""","2025-07-31 06:00","2025-07-31 06:59","42.309"
"""USME""","2025-07-31 05:00","2025-07-31 05:59","45.1296"
"""USME""","2025-07-31 04:00","2025-07-31 04:59","35.91564"
"""USME""","2025-07-31 03:00","2025-07-31 03:59","34.22328"
"""USME""","2025-07-31 02:00","2025-07-31 02:59","29.33424"
"""USME""","2025-07-31 01:00","2025-07-31 01:59","20.12028"
"""USME""","2025-07-31 00:00","2025-07-31 00:59","18.42792"
"""USME""","2025-07-30 23:00","2025-07-30 23:59","40.80468"
"""USME""","2025-07-30 22:00","2025-07-30 22:59","37.608"
"""USME""","2025-07-30 21:00","2025-07-30 21:59","39.67644"
"""USME""","2025-07-30 20:00","2025-07-30 20:59","41.74488"
"""USME""","2025-07-30 19:00","2025-07-30 19:59","42.309"
"""USME""","2025-07-30 18:00","2025-07-30 18:59","45.1296"
"""USME""","2025-07-30 17:00","2025-07-30 17:59","24.82128"
"""USME""","2025-07-30 16:00","2025-07-30 16:59","14.85516"
"""USME""","2025-07-30 15:00","2025-07-30 15:59","10.71828"
"""USME""","2025-07-30 14:00","2025-07-30 14:59","11.84652"
"""USME""","2025-07-30 13:00","2025-07-30 13:59","9.77808"
"""USME""","2025-07-30 12:00","2025-07-30 12:59","10.15416"
"""USME""","2025-07-30 11:00","2025-07-30 11:59","10.3422"
"""USME""","2025-07-30 10:00","2025-07-30 10:59","9.02592"
"""USME""","2025-07-30 09:00","2025-07-30 09:59","11.47044"
"""USME""","2025-07-30 08:00","2025-07-30 08:59","13.72692"
"""USME""","2025-07-30 07:00","2025-07-30 07:59","29.1462"
"""USME""","2025-07-30 06:00","2025-07-30 06:59","29.89836"
"""USME""","2025-07-30 05:00","2025-07-30 05:59","33.28308"
"""USME""","2025-07-30 04:00","2025-07-30 04:59","28.39404"
"""USME""","2025-07-30 03:00","2025-07-30 03:59","13.35084"
"""USME""","2025-07-30 02:00","2025-07-30 02:59","17.11164"
"""USME""","2025-07-30 01:00","2025-07-30 01:59","16.54752"
"""USME""","2025-07-30 00:00","2025-07-30 00:59","19.18008"
"""USME""","2025-07-29 23:00","2025-07-29 23:59","19.93224"
"""USME""","2025-07-29 22:00","2025-07-29 22:59","16.73556"
"""USME""","2025-07-29 21:00","2025-07-29 21:59","18.99204"
"""USME""","2025-07-29 20:00","2025-07-29 20:59","23.88108"
"""USME""","2025-07-29 19:00","2025-07-29 19:59","24.25716"
"""USME""","2025-07-29 18:00","2025-07-29 18:59","36.47976"
"""USME""","2025-07-29 17:00","2025-07-29 17:59","22.00068"
"""USME""","2025-07-29 16:00","2025-07-29 16:59","11.65848"
"""USME""","2025-07-29 15:00","2025-07-29 15:59","8.27376"
"""USME""","2025-07-29 14:00","2025-07-29 14:59","8.08572"
"""USME""","2025-07-29 13:00","2025-07-29 13:59","7.70964"
"""USME""","2025-07-29 12:00","2025-07-29 12:59","8.08572"
"""USME""","2025-07-29 11:00","2025-07-29 11:59","14.103"
"""USME""","2025-07-29 10:00","2025-07-29 10:59","12.2226"
"""USME""","2025-07-29 09:00","2025-07-29 09:59","10.53024"
"""USME""","2025-07-29 08:00","2025-07-29 08:59","14.29104"
"""USME""","2025-07-29 07:00","2025-07-29 07:59","17.8638"
"""USME""","2025-07-29 06:00","2025-07-29 06:59","45.31764"
"""USME""","2025-07-29 05:00","2025-07-29 05:59","46.82196"
"""USME""","2025-07-29 04:00","2025-07-29 04:59","33.28308"
"""USME""","2025-07-29 03:00","2025-07-29 03:59","15.60732"
"""USME""","2025-07-29 02:00","2025-07-29 02:59","12.41064"
"""USME""","2025-07-29 01:00","2025-07-29 01:59","12.97476"
"""USME""","2025-07-29 00:00","2025-07-29 00:59","18.99204"
"""USME""","2025-07-28 23:00","2025-07-28 23:59","19.93224"
"""USME""","2025-07-28 22:00","2025-07-28 22:59","28.39404"
"""USME""","2025-07-28 21:00","2025-07-28 21:59","31.77876"
"""USME""","2025-07-28 20:00","2025-07-28 20:59","33.09504"
"""USME""","2025-07-28 19:00","2025-07-28 19:59","29.89836"
"""USME""","2025-07-28 18:00","2025-07-28 18:59","33.8472"
"""USME""","2025-07-28 17:00","2025-07-28 17:59","12.97476"
"""USME""","2025-07-28 16:00","2025-07-28 16:59","12.78672"
"""USME""","2025-07-28 15:00","2025-07-28 15:59","9.21396"
"""USME""","2025-07-28 14:00","2025-07-28 14:59","7.5216"
"""USME""","2025-07-28 13:00","2025-07-28 13:59","17.48772"
"""USME""","2025-07-28 12:00","2025-07-28 12:59","12.41064"
"""USME""","2025-07-28 11:00","2025-07-28 11:59","15.23124"
"""USME""","2025-07-28 10:00","2025-07-28 10:59","12.78672"
"""USME""","2025-07-28 09:00","2025-07-28 09:59","11.09436"
"""USME""","2025-07-28 07:00","2025-07-28 07:59","28.95816"
"""USME""","2025-07-28 06:00","2025-07-28 06:59","47.38608"
"""USME""","2025-07-28 05:00","2025-07-28 05:59","52.46316"
"""USME""","2025-07-28 04:00","2025-07-28 04:59","24.63324"
"""USME""","2025-07-28 03:00","2025-07-28 03:59","18.804"
"""USME""","2025-07-28 02:00","2025-07-28 02:59","15.23124"
"""USME""","2025-07-28 01:00","2025-07-28 01:59","11.47044"
"""USME""","2025-07-28 00:00","2025-07-28 00:59","15.0432"
"""USME""","2025-07-27 23:00","2025-07-27 23:59","13.53888"
"""USME""","2025-07-27 22:00","2025-07-27 22:59","23.12892"
"""USME""","2025-07-27 21:00","2025-07-27 21:59","22.5648"
"""USME""","2025-07-27 20:00","2025-07-27 20:59","29.1462"
"""USME""","2025-07-27 19:00","2025-07-27 19:59","22.5648"
"""USME""","2025-07-27 18:00","2025-07-27 18:59","20.6844"
"""USME""","2025-07-27 17:00","2025-07-27 17:59","14.66712"
"""USME""","2025-07-27 16:00","2025-07-27 16:59","5.82924"
"""USME""","2025-07-27 15:00","2025-07-27 15:59","8.4618"
"""USME""","2025-07-27 14:00","2025-07-27 14:59","10.90632"
"""USME""","2025-07-27 13:00","2025-07-27 13:59","6.5814"
"""USME""","2025-07-27 12:00","2025-07-27 12:59","9.77808"
"""USME""","2025-07-27 11:00","2025-07-27 11:59","14.66712"
"""USME""","2025-07-27 10:00","2025-07-27 10:59","15.23124"
"""USME""","2025-07-27 09:00","2025-07-27 09:59","14.29104"
"""USME""","2025-07-27 08:00","2025-07-27 08:59","15.41928"
"""USME""","2025-07-27 07:00","2025-07-27 07:59","15.79536"
"""USME""","2025-07-27 06:00","2025-07-27 06:59","15.0432"
"""USME""","2025-07-27 05:00","2025-07-27 05:59","11.09436"
"""USME""","2025-07-27 04:00","2025-07-27 04:59","12.2226"
"""USME""","2025-07-27 03:00","2025-07-27 03:59","11.47044"
"""USME""","2025-07-27 02:00","2025-07-27 02:59","12.41064"
"""USME""","2025-07-27 01:00","2025-07-27 01:59","13.72692"
"""USME""","2025-07-27 00:00","2025-07-27 00:59","20.6844"
"""USME""","2025-07-26 23:00","2025-07-26 23:59","34.41132"
"""USME""","2025-07-26 22:00","2025-07-26 22:59","36.6678"
"""USME""","2025-07-26 21:00","2025-07-26 21:59","32.71896"
"""USME""","2025-07-26 20:00","2025-07-26 20:59","35.91564"
"""USME""","2025-07-26 19:00","2025-07-26 19:59","28.39404"
"""USME""","2025-07-26 18:00","2025-07-26 18:59","18.99204"
"""USME""","2025-07-26 17:00","2025-07-26 17:59","18.99204"
"""USME""","2025-07-26 16:00","2025-07-26 16:59","14.66712"
"""USME""","2025-07-26 15:00","2025-07-26 15:59","12.78672"
"""USME""","2025-07-26 14:00","2025-07-26 14:59","9.02592"
"""USME""","2025-07-26 13:00","2025-07-26 13:59","9.96612"
"""USME""","2025-07-26 12:00","2025-07-26 12:59","12.97476"
"""USME""","2025-07-26 11:00","2025-07-26 11:59","12.03456"
"""USME""","2025-07-26 10:00","2025-07-26 10:59","15.60732"
"""USME""","2025-07-26 09:00","2025-07-26 09:59","21.24852"
"""USME""","2025-07-26 08:00","2025-07-26 08:59","25.76148"
"""USME""","2025-07-26 07:00","2025-07-26 07:59","45.50568"
"""USME""","2025-07-26 06:00","2025-07-26 06:59","41.74488"
"""USME""","2025-07-26 05:00","2025-07-26 05:59","40.4286"
"""USME""","2025-07-26 04:00","2025-07-26 04:59","41.55684"
"""USME""","2025-07-26 03:00","2025-07-26 03:59","33.65916"
"""USME""","2025-07-26 02:00","2025-07-26 02:59","33.47112"
"""USME""","2025-07-26 01:00","2025-07-26 01:59","21.81264"
"""USME""","2025-07-26 00:00","2025-07-26 00:59","20.30832"
"""USME""","2025-07-25 23:00","2025-07-25 23:59","25.76148"
"""USME""","2025-07-25 22:00","2025-07-25 22:59","31.0266"
"""USME""","2025-07-25 21:00","2025-07-25 21:59","37.41996"
"""USME""","2025-07-25 20:00","2025-07-25 20:59","40.4286"
"""USME""","2025-07-25 19:00","2025-07-25 19:59","38.5482"
"""USME""","2025-07-25 18:00","2025-07-25 18:59","33.28308"
"""USME""","2025-07-25 17:00","2025-07-25 17:59","29.52228"
"""USME""","2025-07-25 16:00","2025-07-25 16:59","10.90632"
"""USME""","2025-07-25 15:00","2025-07-25 15:59","9.21396"
"""USME""","2025-07-25 14:00","2025-07-25 14:59","7.89768"
"""USME""","2025-07-25 13:00","2025-07-25 13:59","7.89768"
"""USME""","2025-07-25 12:00","2025-07-25 12:59","9.02592"
"""USME""","2025-07-25 11:00","2025-07-25 11:59","12.97476"
"""USME""","2025-07-25 10:00","2025-07-25 10:59","10.3422"
"""USME""","2025-07-25 09:00","2025-07-25 09:59","16.54752"
"""USME""","2025-07-25 08:00","2025-07-25 08:59","13.72692"
"""USME""","2025-07-25 07:00","2025-07-25 07:59","22.75284"
"""USME""","2025-07-25 06:00","2025-07-25 06:59","37.23192"
"""USME""","2025-07-25 05:00","2025-07-25 05:59","36.85584"
"""USME""","2025-07-25 04:00","2025-07-25 04:59","29.89836"
"""USME""","2025-07-25 03:00","2025-07-25 03:59","26.13756"
"""USME""","2025-07-25 02:00","2025-07-25 02:59","27.07776"
"""USME""","2025-07-25 01:00","2025-07-25 01:59","16.54752"
"""USME""","2025-07-25 00:00","2025-07-25 00:59","31.59072"
"""USME""","2025-07-24 23:00","2025-07-24 23:59","19.7442"
"""USME""","2025-07-24 22:00","2025-07-24 22:59","14.85516"
"""USME""","2025-07-24 21:00","2025-07-24 21:59","24.06912"
"""USME""","2025-07-24 20:00","2025-07-24 20:59","28.77012"
"""USME""","2025-07-24 19:00","2025-07-24 19:59","30.83856"
"""USME""","2025-07-24 18:00","2025-07-24 18:59","23.69304"
"""USME""","2025-07-24 17:00","2025-07-24 17:59","14.103"
"""USME""","2025-07-24 16:00","2025-07-24 16:59","9.96612"
"""USME""","2025-07-24 15:00","2025-07-24 15:59","9.402"
"""USME""","2025-07-24 14:00","2025-07-24 14:59","10.90632"
"""USME""","2025-07-24 13:00","2025-07-24 13:59","11.09436"
"""USME""","2025-07-24 12:00","2025-07-24 12:59","13.53888"
"""USME""","2025-07-24 11:00","2025-07-24 11:59","15.9834"
"""USME""","2025-07-24 10:00","2025-07-24 10:59","14.66712"
"""USME""","2025-07-24 09:00","2025-07-24 09:59","14.47908"
"""USME""","2025-07-24 08:00","2025-07-24 08:59","16.73556"
"""USME""","2025-07-24 07:00","2025-07-24 07:59","20.30832"
"""USME""","2025-07-24 06:00","2025-07-24 06:59","25.94952"
"""USME""","2025-07-24 05:00","2025-07-24 05:59","23.88108"
"""USME""","2025-07-24 04:00","2025-07-24 04:59","18.42792"
"""USME""","2025-07-24 03:00","2025-07-24 03:59","12.03456"
"""USME""","2025-07-24 02:00","2025-07-24 02:59","14.47908"
"""USME""","2025-07-24 01:00","2025-07-24 01:59","21.43656"
"""USME""","2025-07-24 00:00","2025-07-24 00:59","25.76148"
"""USME""","2025-07-23 23:00","2025-07-23 23:59","25.19736"
"""USME""","2025-07-23 22:00","2025-07-23 22:59","24.25716"
"""USME""","2025-07-23 21:00","2025-07-23 21:59","23.69304"
"""USME""","2025-07-23 20:00","2025-07-23 20:59","17.11164"
"""USME""","2025-07-23 19:00","2025-07-23 19:59","16.35948"
"""USME""","2025-07-23 18:00","2025-07-23 18:59","10.53024"
"""USME""","2025-07-23 17:00","2025-07-23 17:59","9.21396"
"""USME""","2025-07-23 16:00","2025-07-23 16:59","7.5216"
"""USME""","2025-07-23 15:00","2025-07-23 15:59","6.39336"
"""USME""","2025-07-23 14:00","2025-07-23 14:59","7.89768"
"""USME""","2025-07-23 13:00","2025-07-23 13:59","6.20532"
"""USME""","2025-07-23 12:00","2025-07-23 12:59","7.5216"
"""USME""","2025-07-23 11:00","2025-07-23 11:59","9.402"
"""USME""","2025-07-23 10:00","2025-07-23 10:59","8.08572"
"""USME""","2025-07-23 09:00","2025-07-23 09:59","13.72692"
"""USME""","2025-07-23 08:00","2025-07-23 08:59","14.47908"
"""USME""","2025-07-23 07:00","2025-07-23 07:59","20.12028"
"""USME""","2025-07-23 06:00","2025-07-23 06:59","27.45384"
"""USME""","2025-07-23 05:00","2025-07-23 05:59","33.8472"
"""USME""","2025-07-23 04:00","2025-07-23 04:59","23.12892"
"""USME""","2025-07-23 03:00","2025-07-23 03:59","23.505"
"""USME""","2025-07-23 02:00","2025-07-23 02:59","15.79536"
"""USME""","2025-07-23 01:00","2025-07-23 01:59","12.78672"
"""USME""","2025-07-23 00:00","2025-07-23 00:59","21.24852"
"""USME""","2025-07-22 23:00","2025-07-22 23:59","21.06048"
"""USME""","2025-07-22 22:00","2025-07-22 22:59","15.23124"
"""USME""","2025-07-22 21:00","2025-07-22 21:59","33.65916"
"""USME""","2025-07-22 20:00","2025-07-22 20:59","36.6678"
"""USME""","2025-07-22 19:00","2025-07-22 19:59","39.30036"
"""USME""","2025-07-22 18:00","2025-07-22 18:59","26.13756"
"""USME""","2025-07-22 17:00","2025-07-22 17:59","23.505"
"""USME""","2025-07-22 16:00","2025-07-22 16:59","18.23988"
"""USME""","2025-07-22 15:00","2025-07-22 15:59","12.78672"
"""USME""","2025-07-22 14:00","2025-07-22 14:59","8.27376"
"""USME""","2025-07-22 13:00","2025-07-22 13:59","7.89768"
"""USME""","2025-07-22 12:00","2025-07-22 12:59","6.95748"
"""USME""","2025-07-22 11:00","2025-07-22 11:59","7.5216"
"""USME""","2025-07-22 10:00","2025-07-22 10:59","8.83788"
"""USME""","2025-07-22 09:00","2025-07-22 09:59","12.97476"
"""USME""","2025-07-22 08:00","2025-07-22 08:59","20.6844"
"""USME""","2025-07-22 07:00","2025-07-22 07:59","24.06912"
"""USME""","2025-07-22 06:00","2025-07-22 06:59","35.7276"
"""USME""","2025-07-22 05:00","2025-07-22 05:59","32.34288"
"""USME""","2025-07-22 04:00","2025-07-22 04:59","31.0266"
"""USME""","2025-07-22 03:00","2025-07-22 03:59","27.45384"
"""USME""","2025-07-22 02:00","2025-07-22 02:59","26.70168"
"""USME""","2025-07-22 01:00","2025-07-22 01:59","21.81264"
"""USME""","2025-07-22 00:00","2025-07-22 00:59","29.33424"
"""USME""","2025-07-21 23:00","2025-07-21 23:59","31.59072"
"""USME""","2025-07-21 22:00","2025-07-21 22:59","45.50568"
"""USME""","2025-07-21 21:00","2025-07-21 21:59","34.22328"
"""USME""","2025-07-21 20:00","2025-07-21 20:59","36.29172"
"""USME""","2025-07-21 19:00","2025-07-21 19:59","37.79604"
"""USME""","2025-07-21 18:00","2025-07-21 18:59","26.88972"
"""USME""","2025-07-21 17:00","2025-07-21 17:59","22.37676"
"""USME""","2025-07-21 16:00","2025-07-21 16:59","18.23988"
"""USME""","2025-07-21 15:00","2025-07-21 15:59","17.8638"
"""USME""","2025-07-21 14:00","2025-07-21 14:59","12.97476"
"""USME""","2025-07-21 13:00","2025-07-21 13:59","8.27376"
"""USME""","2025-07-21 12:00","2025-07-21 12:59","7.14552"
"""USME""","2025-07-21 11:00","2025-07-21 11:59","8.64984"
"""USME""","2025-07-21 10:00","2025-07-21 10:59","9.96612"
"""USME""","2025-07-21 09:00","2025-07-21 09:59","10.90632"
"""USME""","2025-07-21 07:00","2025-07-21 07:59","23.12892"
"""USME""","2025-07-21 06:00","2025-07-21 06:59","30.83856"
"""USME""","2025-07-21 05:00","2025-07-21 05:59","25.94952"
"""USME""","2025-07-21 04:00","2025-07-21 04:59","21.43656"
"""USME""","2025-07-21 03:00","2025-07-21 03:59","16.54752"
"""USME""","2025-07-21 02:00","2025-07-21 02:59","13.91496"
"""USME""","2025-07-21 01:00","2025-07-21 01:59","13.53888"
"""USME""","2025-07-21 00:00","2025-07-21 00:59","15.0432"
"""USME""","2025-07-20 23:00","2025-07-20 23:59","20.12028"
"""USME""","2025-07-20 22:00","2025-07-20 22:59","25.3854"
"""USME""","2025-07-20 21:00","2025-07-20 21:59","29.1462"
"""USME""","2025-07-20 20:00","2025-07-20 20:59","33.28308"
"""USME""","2025-07-20 19:00","2025-07-20 19:59","25.00932"
"""USME""","2025-07-20 18:00","2025-07-20 18:59","18.42792"
"""USME""","2025-07-20 17:00","2025-07-20 17:59","12.03456"
"""USME""","2025-07-20 16:00","2025-07-20 16:59","11.47044"
"""USME""","2025-07-20 15:00","2025-07-20 15:59","5.82924"
"""USME""","2025-07-20 14:00","2025-07-20 14:59","7.14552"
"""USME""","2025-07-20 13:00","2025-07-20 13:59","7.70964"
"""USME""","2025-07-20 12:00","2025-07-20 12:59","8.4618"
"""USME""","2025-07-20 11:00","2025-07-20 11:59","7.14552"
"""USME""","2025-07-20 10:00","2025-07-20 10:59","9.77808"
"""USME""","2025-07-20 09:00","2025-07-20 09:59","10.53024"
"""USME""","2025-07-20 08:00","2025-07-20 08:59","12.78672"
"""USME""","2025-07-20 07:00","2025-07-20 07:59","16.9236"
"""USME""","2025-07-20 06:00","2025-07-20 06:59","20.12028"
"""USME""","2025-07-20 05:00","2025-07-20 05:59","26.70168"
"""USME""","2025-07-20 04:00","2025-07-20 04:59","24.06912"
"""USME""","2025-07-20 03:00","2025-07-20 03:59","21.81264"
"""USME""","2025-07-20 02:00","2025-07-20 02:59","19.55616"
"""USME""","2025-07-20 01:00","2025-07-20 01:59","15.0432"
"""USME""","2025-07-20 00:00","2025-07-20 00:59","17.11164"
"""USME""","2025-07-19 23:00","2025-07-19 23:59","21.06048"
"""USME""","2025-07-19 22:00","2025-07-19 22:59","19.93224"
"""USME""","2025-07-19 21:00","2025-07-19 21:59","27.45384"
"""USME""","2025-07-19 20:00","2025-07-19 20:59","28.01796"
"""USME""","2025-07-19 19:00","2025-07-19 19:59","22.94088"
"""USME""","2025-07-19 18:00","2025-07-19 18:59","19.18008"
"""USME""","2025-07-19 17:00","2025-07-19 17:59","11.84652"
"""USME""","2025-07-19 16:00","2025-07-19 16:59","9.21396"
"""USME""","2025-07-19 15:00","2025-07-19 15:59","6.95748"
"""USME""","2025-07-19 14:00","2025-07-19 14:59","6.5814"
"""USME""","2025-07-19 13:00","2025-07-19 13:59","6.5814"
"""USME""","2025-07-19 12:00","2025-07-19 12:59","10.53024"
"""USME""","2025-07-19 11:00","2025-07-19 11:59","9.59004"
"""USME""","2025-07-19 10:00","2025-07-19 10:59","10.3422"
"""USME""","2025-07-19 09:00","2025-07-19 09:59","14.85516"
"""USME""","2025-07-19 08:00","2025-07-19 08:59","12.59868"
"""USME""","2025-07-19 07:00","2025-07-19 07:59","12.41064"
"""USME""","2025-07-19 06:00","2025-07-19 06:59","12.41064"
"""USME""","2025-07-19 05:00","2025-07-19 05:59","34.22328"
"""USME""","2025-07-19 04:00","2025-07-19 04:59","37.608"
"""USME""","2025-07-19 03:00","2025-07-19 03:59","15.41928"
"""USME""","2025-07-19 02:00","2025-07-19 02:59","15.41928"
"""USME""","2025-07-19 01:00","2025-07-19 01:59","17.67576"
"""USME""","2025-07-19 00:00","2025-07-19 00:59","12.97476"
"""USME""","2025-07-18 23:00","2025-07-18 23:59","20.30832"
"""USME""","2025-07-18 22:00","2025-07-18 22:59","32.71896"
"""USME""","2025-07-18 21:00","2025-07-18 21:59","30.46248"
"""USME""","2025-07-18 20:00","2025-07-18 20:59","19.55616"
"""USME""","2025-07-18 19:00","2025-07-18 19:59","15.41928"
"""USME""","2025-07-18 18:00","2025-07-18 18:59","15.60732"
"""USME""","2025-07-18 17:00","2025-07-18 17:59","13.53888"
"""USME""","2025-07-18 16:00","2025-07-18 16:59","12.97476"
"""USME""","2025-07-18 15:00","2025-07-18 15:59","12.41064"
"""USME""","2025-07-18 14:00","2025-07-18 14:59","11.2824"
"""USME""","2025-07-18 13:00","2025-07-18 13:59","6.95748"
"""USME""","2025-07-18 12:00","2025-07-18 12:59","6.76944"
"""USME""","2025-07-18 11:00","2025-07-18 11:59","5.45316"
"""USME""","2025-07-18 10:00","2025-07-18 10:59","8.08572"
"""USME""","2025-07-18 09:00","2025-07-18 09:59","8.27376"
"""USME""","2025-07-18 08:00","2025-07-18 08:59","11.47044"
"""USME""","2025-07-18 07:00","2025-07-18 07:59","8.83788"
"""USME""","2025-07-18 06:00","2025-07-18 06:59","10.3422"
"""USME""","2025-07-18 05:00","2025-07-18 05:59","13.35084"
"""USME""","2025-07-18 04:00","2025-07-18 04:59","9.59004"
"""USME""","2025-07-18 03:00","2025-07-18 03:59","10.3422"
"""USME""","2025-07-18 02:00","2025-07-18 02:59","10.90632"
"""USME""","2025-07-18 01:00","2025-07-18 01:59","9.77808"
"""USME""","2025-07-18 00:00","2025-07-18 00:59","6.76944"
"""USME""","2025-07-17 23:00","2025-07-17 23:59","10.3422"
"""USME""","2025-07-17 22:00","2025-07-17 22:59","9.96612"
"""USME""","2025-07-17 21:00","2025-07-17 21:59","8.4618"
"""USME""","2025-07-17 20:00","2025-07-17 20:59","12.03456"
"""USME""","2025-07-17 19:00","2025-07-17 19:59","11.84652"
"""USME""","2025-07-17 18:00","2025-07-17 18:59","15.79536"
"""USME""","2025-07-17 17:00","2025-07-17 17:59","11.84652"
"""USME""","2025-07-17 16:00","2025-07-17 16:59","10.90632"
"""USME""","2025-07-17 15:00","2025-07-17 15:59","11.2824"
"""USME""","2025-07-17 14:00","2025-07-17 14:59","11.65848"
"""USME""","2025-07-17 13:00","2025-07-17 13:59","16.17144"
"""USME""","2025-07-17 12:00","2025-07-17 12:59","12.03456"
"""USME""","2025-07-17 11:00","2025-07-17 11:59","10.53024"
"""USME""","2025-07-17 10:00","2025-07-17 10:59","18.05184"
"""USME""","2025-07-17 09:00","2025-07-17 09:59","17.11164"
"""USME""","2025-07-17 08:00","2025-07-17 08:59","17.11164"
"""USME""","2025-07-17 07:00","2025-07-17 07:59","18.23988"
"""USME""","2025-07-17 06:00","2025-07-17 06:59","26.3256"
"""USME""","2025-07-17 05:00","2025-07-17 05:59","27.45384"
"""USME""","2025-07-17 04:00","2025-07-17 04:59","17.67576"
"""USME""","2025-07-17 03:00","2025-07-17 03:59","13.53888"
"""USME""","2025-07-17 02:00","2025-07-17 02:59","9.77808"
"""USME""","2025-07-17 01:00","2025-07-17 01:59","11.09436"
"""USME""","2025-07-17 00:00","2025-07-17 00:59","25.76148"
"""USME""","2025-07-16 23:00","2025-07-16 23:59","14.47908"
"""USME""","2025-07-16 22:00","2025-07-16 22:59","21.06048"
"""USME""","2025-07-16 21:00","2025-07-16 21:59","28.95816"
"""USME""","2025-07-16 20:00","2025-07-16 20:59","29.52228"
"""USME""","2025-07-16 19:00","2025-07-16 19:59","27.82992"
"""USME""","2025-07-16 18:00","2025-07-16 18:59","25.57344"
"""USME""","2025-07-16 17:00","2025-07-16 17:59","13.1628"
"""USME""","2025-07-16 16:00","2025-07-16 16:59","11.65848"
"""USME""","2025-07-16 15:00","2025-07-16 15:59","10.71828"
"""USME""","2025-07-16 14:00","2025-07-16 14:59","10.71828"
"""USME""","2025-07-16 13:00","2025-07-16 13:59","9.96612"
"""USME""","2025-07-16 12:00","2025-07-16 12:59","10.71828"
"""USME""","2025-07-16 11:00","2025-07-16 11:59","11.47044"
"""USME""","2025-07-16 10:00","2025-07-16 10:59","15.23124"
"""USME""","2025-07-16 09:00","2025-07-16 09:59","16.9236"
"""USME""","2025-07-16 08:00","2025-07-16 08:59","17.29968"
"""USME""","2025-07-16 07:00","2025-07-16 07:59","21.06048"
"""USME""","2025-07-16 06:00","2025-07-16 06:59","31.21464"
"""USME""","2025-07-16 05:00","2025-07-16 05:59","42.49704"
"""USME""","2025-07-16 04:00","2025-07-16 04:59","33.47112"
"""USME""","2025-07-16 03:00","2025-07-16 03:59","24.63324"
"""USME""","2025-07-16 02:00","2025-07-16 02:59","20.12028"
"""USME""","2025-07-16 01:00","2025-07-16 01:59","21.6246"
"""USME""","2025-07-16 00:00","2025-07-16 00:59","30.0864"
"""USME""","2025-07-15 23:00","2025-07-15 23:59","31.21464"
"""USME""","2025-07-15 22:00","2025-07-15 22:59","25.94952"
"""USME""","2025-07-15 21:00","2025-07-15 21:59","29.71032"
"""USME""","2025-07-15 20:00","2025-07-15 20:59","33.09504"
"""USME""","2025-07-15 19:00","2025-07-15 19:59","28.58208"
"""USME""","2025-07-15 18:00","2025-07-15 18:59","24.25716"
"""USME""","2025-07-15 17:00","2025-07-15 17:59","10.3422"
"""USME""","2025-07-15 16:00","2025-07-15 16:59","7.33356"
"""USME""","2025-07-15 15:00","2025-07-15 15:59","7.14552"
"""USME""","2025-07-15 14:00","2025-07-15 14:59","6.76944"
"""USME""","2025-07-15 13:00","2025-07-15 13:59","7.14552"
"""USME""","2025-07-15 12:00","2025-07-15 12:59","7.5216"
"""USME""","2025-07-15 11:00","2025-07-15 11:59","10.71828"
"""USME""","2025-07-15 10:00","2025-07-15 10:59","12.97476"
"""USME""","2025-07-15 09:00","2025-07-15 09:59","13.72692"
"""USME""","2025-07-15 08:00","2025-07-15 08:59","17.29968"
"""USME""","2025-07-15 07:00","2025-07-15 07:59","18.05184"
"""USME""","2025-07-15 06:00","2025-07-15 06:59","27.64188"
"""USME""","2025-07-15 05:00","2025-07-15 05:59","27.07776"
"""USME""","2025-07-15 04:00","2025-07-15 04:59","17.48772"
"""USME""","2025-07-15 03:00","2025-07-15 03:59","14.85516"
"""USME""","2025-07-15 02:00","2025-07-15 02:59","12.03456"
"""USME""","2025-07-15 01:00","2025-07-15 01:59","10.53024"
"""USME""","2025-07-15 00:00","2025-07-15 00:59","8.64984"
"""USME""","2025-07-14 23:00","2025-07-14 23:59","11.47044"
"""USME""","2025-07-14 22:00","2025-07-14 22:59","17.67576"
"""USME""","2025-07-14 21:00","2025-07-14 21:59","26.3256"
"""USME""","2025-07-14 20:00","2025-07-14 20:59","27.82992"
"""USME""","2025-07-14 19:00","2025-07-14 19:59","27.64188"
"""USME""","2025-07-14 18:00","2025-07-14 18:59","27.2658"
