"Estacion","Fecha inicial","Fecha final","CO"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 09:00","2025-03-01 09:59","503.756"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 08:00","2025-03-01 08:59","789.981"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 07:00","2025-03-01 07:59","1259.39"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 06:00","2025-03-01 06:59","1247.941"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 05:00","2025-03-01 05:59","1144.9"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 04:00","2025-03-01 04:59","835.777"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 03:00","2025-03-01 03:59","709.838"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 02:00","2025-03-01 02:59","881.573"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 01:00","2025-03-01 01:59","1213.594"
"CENTRO DE ALTO RENDIMIENTO","2025-03-01 00:00","2025-03-01 00:59","1328.084"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 22:00","2025-02-28 22:59","1030.41"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 21:00","2025-02-28 21:59","664.042"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 20:00","2025-02-28 20:59","377.817"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 19:00","2025-02-28 19:59","538.103"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 18:00","2025-02-28 18:59","755.634"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 17:00","2025-02-28 17:59","469.409"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 16:00","2025-02-28 16:59","457.96"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 15:00","2025-02-28 15:59","366.368"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 14:00","2025-02-28 14:59","435.062"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 13:00","2025-02-28 13:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 12:00","2025-02-28 12:59","503.756"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 11:00","2025-02-28 11:59","457.96"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 10:00","2025-02-28 10:59","698.389"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 09:00","2025-02-28 09:59","996.063"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 08:00","2025-02-28 08:59","1144.9"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 07:00","2025-02-28 07:59","1683.003"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 06:00","2025-02-28 06:59","1236.492"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 05:00","2025-02-28 05:59","526.654"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 04:00","2025-02-28 04:59","457.96"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 03:00","2025-02-28 03:59","561.001"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 02:00","2025-02-28 02:59","732.736"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 01:00","2025-02-28 01:59","870.124"
"CENTRO DE ALTO RENDIMIENTO","2025-02-28 00:00","2025-02-28 00:59","1442.574"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 23:00","2025-02-27 23:59","1602.86"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 22:00","2025-02-27 22:59","1705.901"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 21:00","2025-02-27 21:59","1316.635"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 20:00","2025-02-27 20:59","904.471"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 19:00","2025-02-27 19:59","915.92"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 18:00","2025-02-27 18:59","1362.431"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 17:00","2025-02-27 17:59","904.471"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 16:00","2025-02-27 16:59","595.348"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 15:00","2025-02-27 15:59","515.205"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 14:00","2025-02-27 14:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 13:00","2025-02-27 13:59","332.021"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 12:00","2025-02-27 12:59","286.225"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 11:00","2025-02-27 11:59","354.919"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 09:00","2025-02-27 09:59","606.797"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 08:00","2025-02-27 08:59","744.185"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 07:00","2025-02-27 07:59","1774.595"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 06:00","2025-02-27 06:59","2472.984"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 05:00","2025-02-27 05:59","675.491"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 04:00","2025-02-27 04:59","526.654"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 03:00","2025-02-27 03:59","698.389"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 02:00","2025-02-27 02:59","767.083"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 01:00","2025-02-27 01:59","950.267"
"CENTRO DE ALTO RENDIMIENTO","2025-02-27 00:00","2025-02-27 00:59","858.675"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 23:00","2025-02-26 23:59","583.899"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 22:00","2025-02-26 22:59","927.369"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 21:00","2025-02-26 21:59","1190.696"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 20:00","2025-02-26 20:59","961.716"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 19:00","2025-02-26 19:59","938.818"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 18:00","2025-02-26 18:59","1122.002"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 17:00","2025-02-26 17:59","686.94"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 16:00","2025-02-26 16:59","480.858"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 15:00","2025-02-26 15:59","400.715"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 14:00","2025-02-26 14:59","412.164"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 13:00","2025-02-26 13:59","309.123"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 12:00","2025-02-26 12:59","114.49"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 11:00","2025-02-26 11:59","183.184"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 10:00","2025-02-26 10:59","160.286"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 09:00","2025-02-26 09:59","652.593"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 08:00","2025-02-26 08:59","1213.594"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 07:00","2025-02-26 07:59","1087.655"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 06:00","2025-02-26 06:59","744.185"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 05:00","2025-02-26 05:59","503.756"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 04:00","2025-02-26 04:59","469.409"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 03:00","2025-02-26 03:59","492.307"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 02:00","2025-02-26 02:59","664.042"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 01:00","2025-02-26 01:59","767.083"
"CENTRO DE ALTO RENDIMIENTO","2025-02-26 00:00","2025-02-26 00:59","721.287"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 23:00","2025-02-25 23:59","1076.206"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 22:00","2025-02-25 22:59","1293.737"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 21:00","2025-02-25 21:59","1419.676"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 20:00","2025-02-25 20:59","1373.88"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 19:00","2025-02-25 19:59","1316.635"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 18:00","2025-02-25 18:59","755.634"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 17:00","2025-02-25 17:59","549.552"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 16:00","2025-02-25 16:59","435.062"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 15:00","2025-02-25 15:59","572.45"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 14:00","2025-02-25 14:59","561.001"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 13:00","2025-02-25 13:59","274.776"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 12:00","2025-02-25 12:59","354.919"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 11:00","2025-02-25 11:59","320.572"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 10:00","2025-02-25 10:59","961.716"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 09:00","2025-02-25 09:59","1018.961"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 08:00","2025-02-25 08:59","1270.839"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 07:00","2025-02-25 07:59","1854.738"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 06:00","2025-02-25 06:59","1270.839"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 05:00","2025-02-25 05:59","435.062"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 04:00","2025-02-25 04:59","251.878"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 03:00","2025-02-25 03:59","297.674"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 02:00","2025-02-25 02:59","389.266"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 01:00","2025-02-25 01:59","526.654"
"CENTRO DE ALTO RENDIMIENTO","2025-02-25 00:00","2025-02-25 00:59","709.838"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 23:00","2025-02-24 23:59","1316.635"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 22:00","2025-02-24 22:59","1637.207"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 21:00","2025-02-24 21:59","961.716"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 20:00","2025-02-24 20:59","915.92"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 19:00","2025-02-24 19:59","1064.757"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 18:00","2025-02-24 18:59","1362.431"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 17:00","2025-02-24 17:59","961.716"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 16:00","2025-02-24 16:59","526.654"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 15:00","2025-02-24 15:59","446.511"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 14:00","2025-02-24 14:59","480.858"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 13:00","2025-02-24 13:59","228.98"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 12:00","2025-02-24 12:59","206.082"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 11:00","2025-02-24 11:59","217.531"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 10:00","2025-02-24 10:59","217.531"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 09:00","2025-02-24 09:59","343.47"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 08:00","2025-02-24 08:59","732.736"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 07:00","2025-02-24 07:59","606.797"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 06:00","2025-02-24 06:59","652.593"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 05:00","2025-02-24 05:59","400.715"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 04:00","2025-02-24 04:59","366.368"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 03:00","2025-02-24 03:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 02:00","2025-02-24 02:59","412.164"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 01:00","2025-02-24 01:59","549.552"
"CENTRO DE ALTO RENDIMIENTO","2025-02-24 00:00","2025-02-24 00:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 23:00","2025-02-23 23:59","332.021"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 22:00","2025-02-23 22:59","549.552"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 21:00","2025-02-23 21:59","652.593"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 20:00","2025-02-23 20:59","515.205"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 19:00","2025-02-23 19:59","469.409"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 18:00","2025-02-23 18:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 17:00","2025-02-23 17:59","400.715"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 16:00","2025-02-23 16:59","251.878"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 15:00","2025-02-23 15:59","274.776"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 14:00","2025-02-23 14:59","206.082"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 13:00","2025-02-23 13:59","274.776"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 12:00","2025-02-23 12:59","297.674"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 11:00","2025-02-23 11:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 10:00","2025-02-23 10:59","423.613"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 09:00","2025-02-23 09:59","366.368"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 08:00","2025-02-23 08:59","515.205"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 07:00","2025-02-23 07:59","469.409"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 06:00","2025-02-23 06:59","515.205"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 05:00","2025-02-23 05:59","561.001"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 04:00","2025-02-23 04:59","538.103"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 03:00","2025-02-23 03:59","503.756"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 02:00","2025-02-23 02:59","457.96"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 01:00","2025-02-23 01:59","526.654"
"CENTRO DE ALTO RENDIMIENTO","2025-02-23 00:00","2025-02-23 00:59","904.471"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 23:00","2025-02-22 23:59","1465.472"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 22:00","2025-02-22 22:59","1076.206"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 21:00","2025-02-22 21:59","938.818"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 20:00","2025-02-22 20:59","835.777"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 19:00","2025-02-22 19:59","973.165"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 18:00","2025-02-22 18:59","652.593"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 17:00","2025-02-22 17:59","812.879"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 16:00","2025-02-22 16:59","606.797"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 15:00","2025-02-22 15:59","492.307"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 14:00","2025-02-22 14:59","618.246"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 13:00","2025-02-22 13:59","732.736"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 12:00","2025-02-22 12:59","801.43"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 11:00","2025-02-22 11:59","595.348"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 10:00","2025-02-22 10:59","366.368"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 09:00","2025-02-22 09:59","286.225"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 08:00","2025-02-22 08:59","389.266"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 07:00","2025-02-22 07:59","446.511"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 06:00","2025-02-22 06:59","698.389"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 05:00","2025-02-22 05:59","286.225"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 04:00","2025-02-22 04:59","160.286"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 03:00","2025-02-22 03:59","263.327"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 02:00","2025-02-22 02:59","480.858"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 01:00","2025-02-22 01:59","492.307"
"CENTRO DE ALTO RENDIMIENTO","2025-02-22 00:00","2025-02-22 00:59","572.45"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 23:00","2025-02-21 23:59","812.879"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 22:00","2025-02-21 22:59","1030.41"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 21:00","2025-02-21 21:59","652.593"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 20:00","2025-02-21 20:59","606.797"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 19:00","2025-02-21 19:59","343.47"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 18:00","2025-02-21 18:59","263.327"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 17:00","2025-02-21 17:59","320.572"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 16:00","2025-02-21 16:59","148.837"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 15:00","2025-02-21 15:59","183.184"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 14:00","2025-02-21 14:59","137.388"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 13:00","2025-02-21 13:59","125.939"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 12:00","2025-02-21 12:59","148.837"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 11:00","2025-02-21 11:59","194.633"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 10:00","2025-02-21 10:59","274.776"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 09:00","2025-02-21 09:59","171.735"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 08:00","2025-02-21 08:59","446.511"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 07:00","2025-02-21 07:59","492.307"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 06:00","2025-02-21 06:59","412.164"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 05:00","2025-02-21 05:59","183.184"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 04:00","2025-02-21 04:59","103.041"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 03:00","2025-02-21 03:59","125.939"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 02:00","2025-02-21 02:59","91.592"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 01:00","2025-02-21 01:59","206.082"
"CENTRO DE ALTO RENDIMIENTO","2025-02-21 00:00","2025-02-21 00:59","274.776"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 23:00","2025-02-20 23:59","1076.206"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 22:00","2025-02-20 22:59","1579.962"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 21:00","2025-02-20 21:59","1728.799"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 20:00","2025-02-20 20:59","1339.533"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 19:00","2025-02-20 19:59","1076.206"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 18:00","2025-02-20 18:59","789.981"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 17:00","2025-02-20 17:59","503.756"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 16:00","2025-02-20 16:59","412.164"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 15:00","2025-02-20 15:59","377.817"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 14:00","2025-02-20 14:59","446.511"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 13:00","2025-02-20 13:59","251.878"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 12:00","2025-02-20 12:59","183.184"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 11:00","2025-02-20 11:59","206.082"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 10:00","2025-02-20 10:59","160.286"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 08:00","2025-02-20 08:59","1213.594"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 07:00","2025-02-20 07:59","1293.737"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 06:00","2025-02-20 06:59","858.675"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 05:00","2025-02-20 05:59","194.633"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 04:00","2025-02-20 04:59","194.633"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 03:00","2025-02-20 03:59","183.184"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 02:00","2025-02-20 02:59","251.878"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 01:00","2025-02-20 01:59","309.123"
"CENTRO DE ALTO RENDIMIENTO","2025-02-20 00:00","2025-02-20 00:59","595.348"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 23:00","2025-02-19 23:59","996.063"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 22:00","2025-02-19 22:59","1373.88"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 21:00","2025-02-19 21:59","973.165"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 20:00","2025-02-19 20:59","549.552"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 19:00","2025-02-19 19:59","664.042"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 18:00","2025-02-19 18:59","698.389"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 17:00","2025-02-19 17:59","652.593"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 16:00","2025-02-19 16:59","457.96"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 15:00","2025-02-19 15:59","332.021"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 14:00","2025-02-19 14:59","240.429"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 13:00","2025-02-19 13:59","171.735"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 12:00","2025-02-19 12:59","183.184"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 11:00","2025-02-19 11:59","228.98"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 10:00","2025-02-19 10:59","572.45"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 09:00","2025-02-19 09:59","1122.002"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 08:00","2025-02-19 08:59","1797.493"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 07:00","2025-02-19 07:59","2221.106"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 06:00","2025-02-19 06:59","1385.329"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 05:00","2025-02-19 05:59","698.389"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 04:00","2025-02-19 04:59","606.797"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 03:00","2025-02-19 03:59","858.675"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 02:00","2025-02-19 02:59","1007.512"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 01:00","2025-02-19 01:59","984.614"
"CENTRO DE ALTO RENDIMIENTO","2025-02-19 00:00","2025-02-19 00:59","893.022"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 23:00","2025-02-18 23:59","686.94"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 22:00","2025-02-18 22:59","847.226"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 21:00","2025-02-18 21:59","709.838"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 20:00","2025-02-18 20:59","709.838"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 19:00","2025-02-18 19:59","1454.023"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 18:00","2025-02-18 18:59","1648.656"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 17:00","2025-02-18 17:59","824.328"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 16:00","2025-02-18 16:59","217.531"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 15:00","2025-02-18 15:59","251.878"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 14:00","2025-02-18 14:59","297.674"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 13:00","2025-02-18 13:59","114.49"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 12:00","2025-02-18 12:59","91.592"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 11:00","2025-02-18 11:59","80.143"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 10:00","2025-02-18 10:59","137.388"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 09:00","2025-02-18 09:59","389.266"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 08:00","2025-02-18 08:59","1797.493"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 07:00","2025-02-18 07:59","3011.087"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 06:00","2025-02-18 06:59","1076.206"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 05:00","2025-02-18 05:59","538.103"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 04:00","2025-02-18 04:59","480.858"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 03:00","2025-02-18 03:59","583.899"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 02:00","2025-02-18 02:59","698.389"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 01:00","2025-02-18 01:59","709.838"
"CENTRO DE ALTO RENDIMIENTO","2025-02-18 00:00","2025-02-18 00:59","721.287"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 23:00","2025-02-17 23:59","1202.145"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 22:00","2025-02-17 22:59","1408.227"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 21:00","2025-02-17 21:59","1179.247"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 20:00","2025-02-17 20:59","2335.596"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 19:00","2025-02-17 19:59","2301.249"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 18:00","2025-02-17 18:59","2175.31"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 17:00","2025-02-17 17:59","1579.962"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 16:00","2025-02-17 16:59","1030.41"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 15:00","2025-02-17 15:59","686.94"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 14:00","2025-02-17 14:59","377.817"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 13:00","2025-02-17 13:59","435.062"
"CENTRO DE ALTO RENDIMIENTO","2025-02-17 12:00","2025-02-17 12:59","457.96"
