"Estacion","Fecha inicial","Fecha final","SO2"
"BOLIVIA","2025-04-12 22:00","2025-04-12 22:59","0.0"
"BOLIVIA","2025-04-12 21:00","2025-04-12 21:59","0.0"
"BOLIVIA","2025-04-12 20:00","2025-04-12 20:59","0.0"
"BOLIVIA","2025-04-12 19:00","2025-04-12 19:59","0.0"
"BOLIVIA","2025-04-12 18:00","2025-04-12 18:59","0.0"
"BOLIVIA","2025-04-12 17:00","2025-04-12 17:59","0.0"
"BOLIVIA","2025-04-12 16:00","2025-04-12 16:59","0.0"
"BOLIVIA","2025-04-12 15:00","2025-04-12 15:59","0.0"
"BOLIVIA","2025-04-12 14:00","2025-04-12 14:59","0.0"
"BOLIVIA","2025-04-12 13:00","2025-04-12 13:59","0.0"
"BOLIVIA","2025-04-12 12:00","2025-04-12 12:59","0.0"
"BOLIVIA","2025-04-12 11:00","2025-04-12 11:59","0.0"
"BOLIVIA","2025-04-12 10:00","2025-04-12 10:59","0.0"
"BOLIVIA","2025-04-12 09:00","2025-04-12 09:59","0.0"
"BOLIVIA","2025-04-12 08:00","2025-04-12 08:59","0.0"
"BOLIVIA","2025-04-12 07:00","2025-04-12 07:59","0.0"
"BOLIVIA","2025-04-12 06:00","2025-04-12 06:59","0.0"
"BOLIVIA","2025-04-12 05:00","2025-04-12 05:59","0.0"
"BOLIVIA","2025-04-12 04:00","2025-04-12 04:59","0.0"
"BOLIVIA","2025-04-12 03:00","2025-04-12 03:59","0.0"
"BOLIVIA","2025-04-12 02:00","2025-04-12 02:59","0.0"
"BOLIVIA","2025-04-12 01:00","2025-04-12 01:59","0.0"
"BOLIVIA","2025-04-12 00:00","2025-04-12 00:59","0.0"
"BOLIVIA","2025-04-11 23:00","2025-04-11 23:59","0.0"
"BOLIVIA","2025-04-11 22:00","2025-04-11 22:59","0.0"
"BOLIVIA","2025-04-11 21:00","2025-04-11 21:59","0.0"
"BOLIVIA","2025-04-11 20:00","2025-04-11 20:59","0.0"
"BOLIVIA","2025-04-11 19:00","2025-04-11 19:59","0.0"
"BOLIVIA","2025-04-11 18:00","2025-04-11 18:59","0.0"
"BOLIVIA","2025-04-11 17:00","2025-04-11 17:59","0.0"
"BOLIVIA","2025-04-11 16:00","2025-04-11 16:59","0.0"
"BOLIVIA","2025-04-11 15:00","2025-04-11 15:59","0.0"
"BOLIVIA","2025-04-11 14:00","2025-04-11 14:59","0.0"
"BOLIVIA","2025-04-11 13:00","2025-04-11 13:59","0.0"
"BOLIVIA","2025-04-11 12:00","2025-04-11 12:59","0.0"
"BOLIVIA","2025-04-11 11:00","2025-04-11 11:59","0.0"
"BOLIVIA","2025-04-11 10:00","2025-04-11 10:59","0.0"
"BOLIVIA","2025-04-11 09:00","2025-04-11 09:59","0.0"
"BOLIVIA","2025-04-11 08:00","2025-04-11 08:59","0.0"
"BOLIVIA","2025-04-11 07:00","2025-04-11 07:59","0.0"
"BOLIVIA","2025-04-11 06:00","2025-04-11 06:59","0.0"
"BOLIVIA","2025-04-11 05:00","2025-04-11 05:59","0.0"
"BOLIVIA","2025-04-11 04:00","2025-04-11 04:59","0.0"
"BOLIVIA","2025-04-11 03:00","2025-04-11 03:59","0.0"
"BOLIVIA","2025-04-11 02:00","2025-04-11 02:59","0.0"
"BOLIVIA","2025-04-11 01:00","2025-04-11 01:59","0.0"
"BOLIVIA","2025-04-11 00:00","2025-04-11 00:59","0.0"
"BOLIVIA","2025-04-10 23:00","2025-04-10 23:59","0.0"
"BOLIVIA","2025-04-10 22:00","2025-04-10 22:59","0.0"
"BOLIVIA","2025-04-10 21:00","2025-04-10 21:59","0.0"
"BOLIVIA","2025-04-10 20:00","2025-04-10 20:59","0.0"
"BOLIVIA","2025-04-10 19:00","2025-04-10 19:59","0.0"
"BOLIVIA","2025-04-10 18:00","2025-04-10 18:59","0.0"
"BOLIVIA","2025-04-10 17:00","2025-04-10 17:59","0.0"
"BOLIVIA","2025-04-10 16:00","2025-04-10 16:59","0.0"
"BOLIVIA","2025-04-10 15:00","2025-04-10 15:59","0.0"
"BOLIVIA","2025-04-10 14:00","2025-04-10 14:59","0.0"
"BOLIVIA","2025-04-10 13:00","2025-04-10 13:59","0.0"
"BOLIVIA","2025-04-10 12:00","2025-04-10 12:59","0.0"
"BOLIVIA","2025-04-10 11:00","2025-04-10 11:59","0.0"
"BOLIVIA","2025-04-10 10:00","2025-04-10 10:59","0.0"
"BOLIVIA","2025-04-10 09:00","2025-04-10 09:59","0.0"
"BOLIVIA","2025-04-10 08:00","2025-04-10 08:59","0.0"
"BOLIVIA","2025-04-10 07:00","2025-04-10 07:59","0.0"
"BOLIVIA","2025-04-10 06:00","2025-04-10 06:59","0.0"
"BOLIVIA","2025-04-10 05:00","2025-04-10 05:59","0.0"
"BOLIVIA","2025-04-10 04:00","2025-04-10 04:59","0.0"
"BOLIVIA","2025-04-10 03:00","2025-04-10 03:59","0.0"
"BOLIVIA","2025-04-10 02:00","2025-04-10 02:59","0.0"
"BOLIVIA","2025-04-10 01:00","2025-04-10 01:59","0.0"
"BOLIVIA","2025-04-10 00:00","2025-04-10 00:59","0.0"
"BOLIVIA","2025-04-09 23:00","2025-04-09 23:59","0.0"
"BOLIVIA","2025-04-09 22:00","2025-04-09 22:59","0.0"
"BOLIVIA","2025-04-09 21:00","2025-04-09 21:59","0.0"
"BOLIVIA","2025-04-09 20:00","2025-04-09 20:59","0.0"
"BOLIVIA","2025-04-09 19:00","2025-04-09 19:59","0.0"
"BOLIVIA","2025-04-09 18:00","2025-04-09 18:59","0.0"
"BOLIVIA","2025-04-09 17:00","2025-04-09 17:59","0.0"
"BOLIVIA","2025-04-09 16:00","2025-04-09 16:59","0.0"
"BOLIVIA","2025-04-09 15:00","2025-04-09 15:59","0.0"
"BOLIVIA","2025-04-09 14:00","2025-04-09 14:59","0.0"
"BOLIVIA","2025-04-09 13:00","2025-04-09 13:59","0.0"
"BOLIVIA","2025-04-09 12:00","2025-04-09 12:59","0.0"
"BOLIVIA","2025-04-09 11:00","2025-04-09 11:59","0.0"
"BOLIVIA","2025-04-09 10:00","2025-04-09 10:59","0.0"
"BOLIVIA","2025-04-09 09:00","2025-04-09 09:59","0.0"
"BOLIVIA","2025-04-09 08:00","2025-04-09 08:59","0.0"
"BOLIVIA","2025-04-09 07:00","2025-04-09 07:59","0.0"
"BOLIVIA","2025-04-09 06:00","2025-04-09 06:59","0.0"
"BOLIVIA","2025-04-09 05:00","2025-04-09 05:59","0.0"
"BOLIVIA","2025-04-09 04:00","2025-04-09 04:59","0.0"
"BOLIVIA","2025-04-09 03:00","2025-04-09 03:59","0.0"
"BOLIVIA","2025-04-09 02:00","2025-04-09 02:59","0.0"
"BOLIVIA","2025-04-09 01:00","2025-04-09 01:59","0.0"
"BOLIVIA","2025-04-09 00:00","2025-04-09 00:59","0.0"
"BOLIVIA","2025-04-08 23:00","2025-04-08 23:59","0.0"
"BOLIVIA","2025-04-08 22:00","2025-04-08 22:59","0.0"
"BOLIVIA","2025-04-08 21:00","2025-04-08 21:59","0.0"
"BOLIVIA","2025-04-08 20:00","2025-04-08 20:59","0.0"
"BOLIVIA","2025-04-08 19:00","2025-04-08 19:59","0.0"
"BOLIVIA","2025-04-08 18:00","2025-04-08 18:59","0.0"
"BOLIVIA","2025-04-08 17:00","2025-04-08 17:59","0.0"
"BOLIVIA","2025-04-08 16:00","2025-04-08 16:59","0.0"
"BOLIVIA","2025-04-08 15:00","2025-04-08 15:59","0.0"
"BOLIVIA","2025-04-08 14:00","2025-04-08 14:59","0.0"
"BOLIVIA","2025-04-08 13:00","2025-04-08 13:59","0.0"
"BOLIVIA","2025-04-08 12:00","2025-04-08 12:59","0.0"
"BOLIVIA","2025-04-08 11:00","2025-04-08 11:59","0.0"
"BOLIVIA","2025-04-08 10:00","2025-04-08 10:59","0.0"
"BOLIVIA","2025-04-08 09:00","2025-04-08 09:59","0.0"
"BOLIVIA","2025-04-08 08:00","2025-04-08 08:59","0.0"
"BOLIVIA","2025-04-08 07:00","2025-04-08 07:59","0.0"
"BOLIVIA","2025-04-08 06:00","2025-04-08 06:59","0.0"
"BOLIVIA","2025-04-08 05:00","2025-04-08 05:59","0.0"
"BOLIVIA","2025-04-08 04:00","2025-04-08 04:59","0.0"
"BOLIVIA","2025-04-08 03:00","2025-04-08 03:59","0.0"
"BOLIVIA","2025-04-08 02:00","2025-04-08 02:59","0.0"
"BOLIVIA","2025-04-08 01:00","2025-04-08 01:59","0.0"
"BOLIVIA","2025-04-08 00:00","2025-04-08 00:59","0.0"
"BOLIVIA","2025-04-07 23:00","2025-04-07 23:59","0.0"
"BOLIVIA","2025-04-07 22:00","2025-04-07 22:59","0.0"
"BOLIVIA","2025-04-07 21:00","2025-04-07 21:59","0.0"
"BOLIVIA","2025-04-07 20:00","2025-04-07 20:59","0.0"
"BOLIVIA","2025-04-07 19:00","2025-04-07 19:59","0.0"
"BOLIVIA","2025-04-07 18:00","2025-04-07 18:59","0.0"
"BOLIVIA","2025-04-07 17:00","2025-04-07 17:59","0.0"
"BOLIVIA","2025-04-07 16:00","2025-04-07 16:59","0.0"
"BOLIVIA","2025-04-07 15:00","2025-04-07 15:59","0.0"
"BOLIVIA","2025-04-07 14:00","2025-04-07 14:59","0.0"
"BOLIVIA","2025-04-07 13:00","2025-04-07 13:59","0.0"
"BOLIVIA","2025-04-07 12:00","2025-04-07 12:59","0.0"
"BOLIVIA","2025-04-07 11:00","2025-04-07 11:59","0.0"
"BOLIVIA","2025-04-07 10:00","2025-04-07 10:59","0.0"
"BOLIVIA","2025-04-07 09:00","2025-04-07 09:59","0.0"
"BOLIVIA","2025-04-07 08:00","2025-04-07 08:59","0.0"
"BOLIVIA","2025-04-07 07:00","2025-04-07 07:59","0.0"
"BOLIVIA","2025-04-07 06:00","2025-04-07 06:59","0.0"
"BOLIVIA","2025-04-07 05:00","2025-04-07 05:59","0.0"
"BOLIVIA","2025-04-07 04:00","2025-04-07 04:59","0.0"
"BOLIVIA","2025-04-07 03:00","2025-04-07 03:59","0.0"
"BOLIVIA","2025-04-07 02:00","2025-04-07 02:59","0.0"
"BOLIVIA","2025-04-07 01:00","2025-04-07 01:59","0.0"
"BOLIVIA","2025-04-07 00:00","2025-04-07 00:59","0.0"
"BOLIVIA","2025-04-06 23:00","2025-04-06 23:59","0.0"
"BOLIVIA","2025-04-06 22:00","2025-04-06 22:59","0.0"
"BOLIVIA","2025-04-06 21:00","2025-04-06 21:59","0.0"
"BOLIVIA","2025-04-06 20:00","2025-04-06 20:59","0.0"
"BOLIVIA","2025-04-06 19:00","2025-04-06 19:59","0.0"
"BOLIVIA","2025-04-06 18:00","2025-04-06 18:59","0.0"
"BOLIVIA","2025-04-06 17:00","2025-04-06 17:59","0.0"
"BOLIVIA","2025-04-06 16:00","2025-04-06 16:59","0.0"
"BOLIVIA","2025-04-06 15:00","2025-04-06 15:59","0.0"
"BOLIVIA","2025-04-06 14:00","2025-04-06 14:59","0.0"
"BOLIVIA","2025-04-06 13:00","2025-04-06 13:59","0.0"
"BOLIVIA","2025-04-06 12:00","2025-04-06 12:59","0.0"
"BOLIVIA","2025-04-06 11:00","2025-04-06 11:59","0.0"
"BOLIVIA","2025-04-06 10:00","2025-04-06 10:59","0.0"
"BOLIVIA","2025-04-06 09:00","2025-04-06 09:59","0.0"
"BOLIVIA","2025-04-06 08:00","2025-04-06 08:59","0.0"
"BOLIVIA","2025-04-06 07:00","2025-04-06 07:59","0.0"
"BOLIVIA","2025-04-06 06:00","2025-04-06 06:59","0.0"
"BOLIVIA","2025-04-06 05:00","2025-04-06 05:59","0.0"
"BOLIVIA","2025-04-06 04:00","2025-04-06 04:59","0.0"
"BOLIVIA","2025-04-06 03:00","2025-04-06 03:59","0.0"
"BOLIVIA","2025-04-06 02:00","2025-04-06 02:59","0.0"
"BOLIVIA","2025-04-06 01:00","2025-04-06 01:59","0.0"
"BOLIVIA","2025-04-06 00:00","2025-04-06 00:59","0.0"
"BOLIVIA","2025-04-05 23:00","2025-04-05 23:59","0.0"
"BOLIVIA","2025-04-05 22:00","2025-04-05 22:59","0.0"
"BOLIVIA","2025-04-05 21:00","2025-04-05 21:59","0.0"
"BOLIVIA","2025-04-05 20:00","2025-04-05 20:59","0.0"
"BOLIVIA","2025-04-05 19:00","2025-04-05 19:59","0.0"
"BOLIVIA","2025-04-05 18:00","2025-04-05 18:59","0.0"
"BOLIVIA","2025-04-05 17:00","2025-04-05 17:59","0.0"
"BOLIVIA","2025-04-05 16:00","2025-04-05 16:59","0.0"
"BOLIVIA","2025-04-05 15:00","2025-04-05 15:59","0.0"
"BOLIVIA","2025-04-05 14:00","2025-04-05 14:59","0.0"
"BOLIVIA","2025-04-05 13:00","2025-04-05 13:59","0.0"
"BOLIVIA","2025-04-05 12:00","2025-04-05 12:59","0.0"
"BOLIVIA","2025-04-05 11:00","2025-04-05 11:59","0.0"
"BOLIVIA","2025-04-05 10:00","2025-04-05 10:59","0.0"
"BOLIVIA","2025-04-05 09:00","2025-04-05 09:59","0.0"
"BOLIVIA","2025-04-05 08:00","2025-04-05 08:59","0.0"
"BOLIVIA","2025-04-05 07:00","2025-04-05 07:59","0.0"
"BOLIVIA","2025-04-05 06:00","2025-04-05 06:59","0.0"
"BOLIVIA","2025-04-05 05:00","2025-04-05 05:59","0.0"
"BOLIVIA","2025-04-05 04:00","2025-04-05 04:59","0.0"
"BOLIVIA","2025-04-05 03:00","2025-04-05 03:59","0.0"
"BOLIVIA","2025-04-05 02:00","2025-04-05 02:59","0.0"
"BOLIVIA","2025-04-05 01:00","2025-04-05 01:59","0.0"
"BOLIVIA","2025-04-05 00:00","2025-04-05 00:59","0.0"
"BOLIVIA","2025-04-04 23:00","2025-04-04 23:59","0.0"
"BOLIVIA","2025-04-04 22:00","2025-04-04 22:59","0.0"
"BOLIVIA","2025-04-04 21:00","2025-04-04 21:59","0.0"
"BOLIVIA","2025-04-04 20:00","2025-04-04 20:59","0.0"
"BOLIVIA","2025-04-04 19:00","2025-04-04 19:59","0.0"
"BOLIVIA","2025-04-04 18:00","2025-04-04 18:59","0.0"
"BOLIVIA","2025-04-04 17:00","2025-04-04 17:59","0.0"
"BOLIVIA","2025-04-04 16:00","2025-04-04 16:59","0.0"
"BOLIVIA","2025-04-04 15:00","2025-04-04 15:59","0.0"
"BOLIVIA","2025-04-04 14:00","2025-04-04 14:59","0.0"
"BOLIVIA","2025-04-04 13:00","2025-04-04 13:59","0.0"
"BOLIVIA","2025-04-04 12:00","2025-04-04 12:59","0.0"
"BOLIVIA","2025-04-04 11:00","2025-04-04 11:59","0.0"
"BOLIVIA","2025-04-04 10:00","2025-04-04 10:59","0.0"
"BOLIVIA","2025-04-04 09:00","2025-04-04 09:59","0.0"
"BOLIVIA","2025-04-04 08:00","2025-04-04 08:59","0.0"
"BOLIVIA","2025-04-04 07:00","2025-04-04 07:59","0.0"
"BOLIVIA","2025-04-04 06:00","2025-04-04 06:59","0.0"
"BOLIVIA","2025-04-04 05:00","2025-04-04 05:59","0.0"
"BOLIVIA","2025-04-04 04:00","2025-04-04 04:59","0.0"
"BOLIVIA","2025-04-04 03:00","2025-04-04 03:59","0.0"
"BOLIVIA","2025-04-04 02:00","2025-04-04 02:59","0.0"
"BOLIVIA","2025-04-04 01:00","2025-04-04 01:59","0.0"
"BOLIVIA","2025-04-04 00:00","2025-04-04 00:59","0.0"
"BOLIVIA","2025-04-03 23:00","2025-04-03 23:59","0.0"
"BOLIVIA","2025-04-03 22:00","2025-04-03 22:59","0.0"
"BOLIVIA","2025-04-03 21:00","2025-04-03 21:59","0.0"
"BOLIVIA","2025-04-03 20:00","2025-04-03 20:59","0.0"
"BOLIVIA","2025-04-03 19:00","2025-04-03 19:59","0.0"
"BOLIVIA","2025-04-03 18:00","2025-04-03 18:59","0.0"
"BOLIVIA","2025-04-03 17:00","2025-04-03 17:59","0.0"
"BOLIVIA","2025-04-03 16:00","2025-04-03 16:59","0.0"
"BOLIVIA","2025-04-03 15:00","2025-04-03 15:59","0.0"
"BOLIVIA","2025-04-03 14:00","2025-04-03 14:59","0.0"
"BOLIVIA","2025-04-03 13:00","2025-04-03 13:59","0.0"
"BOLIVIA","2025-04-03 12:00","2025-04-03 12:59","0.0"
"BOLIVIA","2025-04-03 11:00","2025-04-03 11:59","0.0"
"BOLIVIA","2025-04-03 10:00","2025-04-03 10:59","0.0"
"BOLIVIA","2025-04-03 09:00","2025-04-03 09:59","0.0"
"BOLIVIA","2025-04-03 08:00","2025-04-03 08:59","0.0"
"BOLIVIA","2025-04-03 07:00","2025-04-03 07:59","0.0"
"BOLIVIA","2025-04-03 06:00","2025-04-03 06:59","0.0"
"BOLIVIA","2025-04-03 05:00","2025-04-03 05:59","0.0"
"BOLIVIA","2025-04-03 04:00","2025-04-03 04:59","0.0"
"BOLIVIA","2025-04-03 03:00","2025-04-03 03:59","0.0"
"BOLIVIA","2025-04-03 02:00","2025-04-03 02:59","0.0"
"BOLIVIA","2025-04-03 01:00","2025-04-03 01:59","0.0"
"BOLIVIA","2025-04-03 00:00","2025-04-03 00:59","0.0"
"BOLIVIA","2025-04-02 23:00","2025-04-02 23:59","0.0"
"BOLIVIA","2025-04-02 22:00","2025-04-02 22:59","0.0"
"BOLIVIA","2025-04-02 21:00","2025-04-02 21:59","0.0"
"BOLIVIA","2025-04-02 20:00","2025-04-02 20:59","0.0"
"BOLIVIA","2025-04-02 19:00","2025-04-02 19:59","0.0"
"BOLIVIA","2025-04-02 18:00","2025-04-02 18:59","0.0"
"BOLIVIA","2025-04-02 17:00","2025-04-02 17:59","0.0"
"BOLIVIA","2025-04-02 16:00","2025-04-02 16:59","0.0"
"BOLIVIA","2025-04-02 15:00","2025-04-02 15:59","0.0"
"BOLIVIA","2025-04-02 14:00","2025-04-02 14:59","0.0"
"BOLIVIA","2025-04-02 13:00","2025-04-02 13:59","0.0"
"BOLIVIA","2025-04-02 12:00","2025-04-02 12:59","0.0"
"BOLIVIA","2025-04-02 11:00","2025-04-02 11:59","0.0"
"BOLIVIA","2025-04-02 10:00","2025-04-02 10:59","0.0"
"BOLIVIA","2025-04-02 09:00","2025-04-02 09:59","0.0"
"BOLIVIA","2025-04-02 08:00","2025-04-02 08:59","0.0"
"BOLIVIA","2025-04-02 07:00","2025-04-02 07:59","0.0"
"BOLIVIA","2025-04-02 06:00","2025-04-02 06:59","0.0"
"BOLIVIA","2025-04-02 05:00","2025-04-02 05:59","0.0"
"BOLIVIA","2025-04-02 04:00","2025-04-02 04:59","0.0"
"BOLIVIA","2025-04-02 03:00","2025-04-02 03:59","0.0"
"BOLIVIA","2025-04-02 02:00","2025-04-02 02:59","0.0"
"BOLIVIA","2025-04-02 01:00","2025-04-02 01:59","0.0"
"BOLIVIA","2025-04-02 00:00","2025-04-02 00:59","0.0"
"BOLIVIA","2025-04-01 23:00","2025-04-01 23:59","0.0"
"BOLIVIA","2025-04-01 22:00","2025-04-01 22:59","0.0"
"BOLIVIA","2025-04-01 21:00","2025-04-01 21:59","0.0"
"BOLIVIA","2025-04-01 20:00","2025-04-01 20:59","0.0"
"BOLIVIA","2025-04-01 19:00","2025-04-01 19:59","0.0"
"BOLIVIA","2025-04-01 18:00","2025-04-01 18:59","0.0"
"BOLIVIA","2025-04-01 17:00","2025-04-01 17:59","0.0"
"BOLIVIA","2025-04-01 16:00","2025-04-01 16:59","0.0"
"BOLIVIA","2025-04-01 15:00","2025-04-01 15:59","0.0"
"BOLIVIA","2025-04-01 14:00","2025-04-01 14:59","0.0"
"BOLIVIA","2025-04-01 13:00","2025-04-01 13:59","0.0"
"BOLIVIA","2025-04-01 12:00","2025-04-01 12:59","0.0"
"BOLIVIA","2025-04-01 11:00","2025-04-01 11:59","0.0"
"BOLIVIA","2025-04-01 10:00","2025-04-01 10:59","0.0"
"BOLIVIA","2025-04-01 09:00","2025-04-01 09:59","0.0"
"BOLIVIA","2025-04-01 08:00","2025-04-01 08:59","0.0"
"BOLIVIA","2025-04-01 07:00","2025-04-01 07:59","0.0"
"BOLIVIA","2025-04-01 06:00","2025-04-01 06:59","0.0"
"BOLIVIA","2025-04-01 05:00","2025-04-01 05:59","0.0"
"BOLIVIA","2025-04-01 04:00","2025-04-01 04:59","0.0"
"BOLIVIA","2025-04-01 03:00","2025-04-01 03:59","0.0"
"BOLIVIA","2025-04-01 02:00","2025-04-01 02:59","0.0"
"BOLIVIA","2025-04-01 01:00","2025-04-01 01:59","0.0"
"BOLIVIA","2025-04-01 00:00","2025-04-01 00:59","0.0"
"CARVAJAL - SEVILLANA","2025-07-28 23:00","2025-07-28 23:59","4.713"
"CARVAJAL - SEVILLANA","2025-07-28 22:00","2025-07-28 22:59","4.452"
"CARVAJAL - SEVILLANA","2025-07-28 21:00","2025-07-28 21:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-28 20:00","2025-07-28 20:59","6.808"
"CARVAJAL - SEVILLANA","2025-07-28 19:00","2025-07-28 19:59","8.903"
"CARVAJAL - SEVILLANA","2025-07-28 18:00","2025-07-28 18:59","7.856"
"CARVAJAL - SEVILLANA","2025-07-28 17:00","2025-07-28 17:59","20.687"
"CARVAJAL - SEVILLANA","2025-07-28 16:00","2025-07-28 16:59","7.856"
"CARVAJAL - SEVILLANA","2025-07-28 15:00","2025-07-28 15:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-28 14:00","2025-07-28 14:59","4.713"
"CARVAJAL - SEVILLANA","2025-07-28 13:00","2025-07-28 13:59","4.975"
"CARVAJAL - SEVILLANA","2025-07-28 12:00","2025-07-28 12:59","5.499"
"CARVAJAL - SEVILLANA","2025-07-28 11:00","2025-07-28 11:59","6.023"
"CARVAJAL - SEVILLANA","2025-07-28 10:00","2025-07-28 10:59","6.546"
"CARVAJAL - SEVILLANA","2025-07-28 09:00","2025-07-28 09:59","7.856"
"CARVAJAL - SEVILLANA","2025-07-28 08:00","2025-07-28 08:59","9.689"
"CARVAJAL - SEVILLANA","2025-07-28 07:00","2025-07-28 07:59","9.427"
"CARVAJAL - SEVILLANA","2025-07-28 06:00","2025-07-28 06:59","5.499"
"CARVAJAL - SEVILLANA","2025-07-28 05:00","2025-07-28 05:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-28 04:00","2025-07-28 04:59","4.975"
"CARVAJAL - SEVILLANA","2025-07-28 03:00","2025-07-28 03:59","5.499"
"CARVAJAL - SEVILLANA","2025-07-28 02:00","2025-07-28 02:59","6.546"
"CARVAJAL - SEVILLANA","2025-07-28 01:00","2025-07-28 01:59","4.975"
"CARVAJAL - SEVILLANA","2025-07-28 00:00","2025-07-28 00:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 23:00","2025-07-27 23:59","2.88"
"CARVAJAL - SEVILLANA","2025-07-27 22:00","2025-07-27 22:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 21:00","2025-07-27 21:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 20:00","2025-07-27 20:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 19:00","2025-07-27 19:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 18:00","2025-07-27 18:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 17:00","2025-07-27 17:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 16:00","2025-07-27 16:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 15:00","2025-07-27 15:59","3.928"
"CARVAJAL - SEVILLANA","2025-07-27 14:00","2025-07-27 14:59","3.404"
"CARVAJAL - SEVILLANA","2025-07-27 13:00","2025-07-27 13:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 12:00","2025-07-27 12:59","3.928"
"CARVAJAL - SEVILLANA","2025-07-27 11:00","2025-07-27 11:59","4.19"
"CARVAJAL - SEVILLANA","2025-07-27 10:00","2025-07-27 10:59","4.975"
"CARVAJAL - SEVILLANA","2025-07-27 09:00","2025-07-27 09:59","5.761"
"CARVAJAL - SEVILLANA","2025-07-27 08:00","2025-07-27 08:59","7.07"
"CARVAJAL - SEVILLANA","2025-07-27 07:00","2025-07-27 07:59","6.808"
"CARVAJAL - SEVILLANA","2025-07-27 06:00","2025-07-27 06:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 05:00","2025-07-27 05:59","3.142"
"CARVAJAL - SEVILLANA","2025-07-27 04:00","2025-07-27 04:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 03:00","2025-07-27 03:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 02:00","2025-07-27 02:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 01:00","2025-07-27 01:59","3.666"
"CARVAJAL - SEVILLANA","2025-07-27 00:00","2025-07-27 00:59","4.19"
"CARVAJAL - SEVILLANA","2025-07-26 23:00","2025-07-26 23:59","3.928"
"CARVAJAL - SEVILLANA","2025-07-26 22:00","2025-07-26 22:59","4.713"
"CARVAJAL - SEVILLANA","2025-07-26 21:00","2025-07-26 21:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-26 20:00","2025-07-26 20:59","5.499"
"CARVAJAL - SEVILLANA","2025-07-26 19:00","2025-07-26 19:59","6.546"
"CARVAJAL - SEVILLANA","2025-07-26 18:00","2025-07-26 18:59","7.07"
"CARVAJAL - SEVILLANA","2025-07-26 17:00","2025-07-26 17:59","7.332"
"CARVAJAL - SEVILLANA","2025-07-26 16:00","2025-07-26 16:59","6.808"
"CARVAJAL - SEVILLANA","2025-07-26 15:00","2025-07-26 15:59","5.761"
"CARVAJAL - SEVILLANA","2025-07-26 14:00","2025-07-26 14:59","6.808"
"CARVAJAL - SEVILLANA","2025-07-26 13:00","2025-07-26 13:59","9.427"
"CARVAJAL - SEVILLANA","2025-07-26 12:00","2025-07-26 12:59","11.26"
"CARVAJAL - SEVILLANA","2025-07-26 11:00","2025-07-26 11:59","9.951"
"CARVAJAL - SEVILLANA","2025-07-26 10:00","2025-07-26 10:59","14.926"
"CARVAJAL - SEVILLANA","2025-07-26 09:00","2025-07-26 09:59","17.545"
"CARVAJAL - SEVILLANA","2025-07-26 08:00","2025-07-26 08:59","21.211"
"CARVAJAL - SEVILLANA","2025-07-26 07:00","2025-07-26 07:59","9.951"
"CARVAJAL - SEVILLANA","2025-07-26 06:00","2025-07-26 06:59","5.499"
"CARVAJAL - SEVILLANA","2025-07-26 05:00","2025-07-26 05:59","4.452"
"CARVAJAL - SEVILLANA","2025-07-26 04:00","2025-07-26 04:59","4.713"
"CARVAJAL - SEVILLANA","2025-07-26 03:00","2025-07-26 03:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-26 02:00","2025-07-26 02:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-26 01:00","2025-07-26 01:59","6.285"
"CARVAJAL - SEVILLANA","2025-07-26 00:00","2025-07-26 00:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-25 23:00","2025-07-25 23:59","6.023"
"CARVAJAL - SEVILLANA","2025-07-25 22:00","2025-07-25 22:59","6.285"
"CARVAJAL - SEVILLANA","2025-07-25 21:00","2025-07-25 21:59","6.808"
"CARVAJAL - SEVILLANA","2025-07-25 20:00","2025-07-25 20:59","8.118"
"CARVAJAL - SEVILLANA","2025-07-25 19:00","2025-07-25 19:59","8.641"
"CARVAJAL - SEVILLANA","2025-07-25 18:00","2025-07-25 18:59","8.118"
"CARVAJAL - SEVILLANA","2025-07-25 17:00","2025-07-25 17:59","7.07"
"CARVAJAL - SEVILLANA","2025-07-25 16:00","2025-07-25 16:59","5.237"
"CARVAJAL - SEVILLANA","2025-07-25 15:00","2025-07-25 15:59","5.499"
"CARVAJAL - SEVILLANA","2025-07-25 14:00","2025-07-25 14:59","5.499"
